index,new_stem,old_image_name,old_label_name,new_image_name,new_label_name,old_image_relpath,old_label_relpath,new_image_relpath,new_label_relpath
722,0722,02-PAN-20250321-455-304-L00000000227-CCD8_3_crop2.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_3_crop2.txt,0722.jpg,0722.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_3_crop2.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_3_crop2.txt,images/train/0722.jpg,labels/train/0722.txt
723,0723,02-PAN-20250321-455-304-L00000000227-CCD8_3_crop3.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_3_crop3.txt,0723.jpg,0723.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_3_crop3.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_3_crop3.txt,images/train/0723.jpg,labels/train/0723.txt
724,0724,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop1.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop1.txt,0724.jpg,0724.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop1.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop1.txt,images/train/0724.jpg,labels/train/0724.txt
725,0725,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop2.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop2.txt,0725.jpg,0725.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop2.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop2.txt,images/train/0725.jpg,labels/train/0725.txt
726,0726,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop3.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop3.txt,0726.jpg,0726.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop3.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop3.txt,images/train/0726.jpg,labels/train/0726.txt
727,0727,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop6.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop6.txt,0727.jpg,0727.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop6.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop6.txt,images/train/0727.jpg,labels/train/0727.txt
728,0728,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop7.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop7.txt,0728.jpg,0728.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop7.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop7.txt,images/train/0728.jpg,labels/train/0728.txt
729,0729,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop8.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_4_crop8.txt,0729.jpg,0729.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop8.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_4_crop8.txt,images/train/0729.jpg,labels/train/0729.txt
730,0730,02-PAN-20250321-455-304-L00000000227-CCD8_5_crop1.jpg,02-PAN-20250321-455-304-L00000000227-CCD8_5_crop1.txt,0730.jpg,0730.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD8_5_crop1.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD8_5_crop1.txt,images/train/0730.jpg,labels/train/0730.txt
731,0731,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop1.jpg,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop1.txt,0731.jpg,0731.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop1.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop1.txt,images/train/0731.jpg,labels/train/0731.txt
732,0732,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop2.jpg,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop2.txt,0732.jpg,0732.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop2.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop2.txt,images/train/0732.jpg,labels/train/0732.txt
733,0733,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop4.jpg,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop4.txt,0733.jpg,0733.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop4.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop4.txt,images/train/0733.jpg,labels/train/0733.txt
734,0734,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop7.jpg,02-PAN-20250321-455-304-L00000000227-CCD9_4_crop7.txt,0734.jpg,0734.txt,images/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop7.jpg,labels/train/02-PAN-20250321-455-304-L00000000227-CCD9_4_crop7.txt,images/train/0734.jpg,labels/train/0734.txt
735,0735,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop1.jpg,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop1.txt,0735.jpg,0735.txt,images/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop1.jpg,labels/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop1.txt,images/train/0735.jpg,labels/train/0735.txt
736,0736,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop2.jpg,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop2.txt,0736.jpg,0736.txt,images/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop2.jpg,labels/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop2.txt,images/train/0736.jpg,labels/train/0736.txt
737,0737,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop3.jpg,02-PAN-20250323-442-300-L00000000284-CCD2_5_crop3.txt,0737.jpg,0737.txt,images/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop3.jpg,labels/train/02-PAN-20250323-442-300-L00000000284-CCD2_5_crop3.txt,images/train/0737.jpg,labels/train/0737.txt
738,0738,02-PAN-20250323-442-300-L00000000284-CCD6_6_crop1.jpg,02-PAN-20250323-442-300-L00000000284-CCD6_6_crop1.txt,0738.jpg,0738.txt,images/train/02-PAN-20250323-442-300-L00000000284-CCD6_6_crop1.jpg,labels/train/02-PAN-20250323-442-300-L00000000284-CCD6_6_crop1.txt,images/train/0738.jpg,labels/train/0738.txt
739,0739,02-PAN-20250323-442-300-L00000000284-CCD6_6_crop2.jpg,02-PAN-20250323-442-300-L00000000284-CCD6_6_crop2.txt,0739.jpg,0739.txt,images/train/02-PAN-20250323-442-300-L00000000284-CCD6_6_crop2.jpg,labels/train/02-PAN-20250323-442-300-L00000000284-CCD6_6_crop2.txt,images/train/0739.jpg,labels/train/0739.txt
740,0740,02-PAN-20250323-442-301-L00000000285-CCD5_3_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD5_3_crop1.txt,0740.jpg,0740.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD5_3_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD5_3_crop1.txt,images/train/0740.jpg,labels/train/0740.txt
741,0741,02-PAN-20250323-442-301-L00000000285-CCD5_4_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD5_4_crop1.txt,0741.jpg,0741.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD5_4_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD5_4_crop1.txt,images/train/0741.jpg,labels/train/0741.txt
742,0742,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop1.txt,0742.jpg,0742.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop1.txt,images/train/0742.jpg,labels/train/0742.txt
743,0743,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop2.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop2.txt,0743.jpg,0743.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop2.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop2.txt,images/train/0743.jpg,labels/train/0743.txt
744,0744,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop3.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop3.txt,0744.jpg,0744.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop3.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop3.txt,images/train/0744.jpg,labels/train/0744.txt
745,0745,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop4.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop4.txt,0745.jpg,0745.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop4.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop4.txt,images/train/0745.jpg,labels/train/0745.txt
746,0746,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop5.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop5.txt,0746.jpg,0746.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop5.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop5.txt,images/train/0746.jpg,labels/train/0746.txt
747,0747,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop6.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop6.txt,0747.jpg,0747.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop6.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop6.txt,images/train/0747.jpg,labels/train/0747.txt
748,0748,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop8.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop8.txt,0748.jpg,0748.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop8.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop8.txt,images/train/0748.jpg,labels/train/0748.txt
749,0749,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop9.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_2_crop9.txt,0749.jpg,0749.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop9.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_2_crop9.txt,images/train/0749.jpg,labels/train/0749.txt
750,0750,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop1.txt,0750.jpg,0750.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop1.txt,images/train/0750.jpg,labels/train/0750.txt
751,0751,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop2.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop2.txt,0751.jpg,0751.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop2.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop2.txt,images/train/0751.jpg,labels/train/0751.txt
752,0752,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop4.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop4.txt,0752.jpg,0752.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop4.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop4.txt,images/train/0752.jpg,labels/train/0752.txt
753,0753,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop5.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_3_crop5.txt,0753.jpg,0753.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop5.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_3_crop5.txt,images/train/0753.jpg,labels/train/0753.txt
754,0754,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop1.txt,0754.jpg,0754.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop1.txt,images/train/0754.jpg,labels/train/0754.txt
755,0755,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop2.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop2.txt,0755.jpg,0755.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop2.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop2.txt,images/train/0755.jpg,labels/train/0755.txt
756,0756,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop3.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop3.txt,0756.jpg,0756.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop3.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop3.txt,images/train/0756.jpg,labels/train/0756.txt
757,0757,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop4.jpg,02-PAN-20250323-442-301-L00000000285-CCD6_5_crop4.txt,0757.jpg,0757.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop4.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD6_5_crop4.txt,images/train/0757.jpg,labels/train/0757.txt
758,0758,02-PAN-20250323-442-301-L00000000285-CCD7_6_crop1.jpg,02-PAN-20250323-442-301-L00000000285-CCD7_6_crop1.txt,0758.jpg,0758.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD7_6_crop1.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD7_6_crop1.txt,images/train/0758.jpg,labels/train/0758.txt
759,0759,02-PAN-20250323-442-301-L00000000285-CCD7_6_crop2.jpg,02-PAN-20250323-442-301-L00000000285-CCD7_6_crop2.txt,0759.jpg,0759.txt,images/train/02-PAN-20250323-442-301-L00000000285-CCD7_6_crop2.jpg,labels/train/02-PAN-20250323-442-301-L00000000285-CCD7_6_crop2.txt,images/train/0759.jpg,labels/train/0759.txt
760,0760,02-PAN-20250323-442-302-L00000000286-CCD3_3_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD3_3_crop1.txt,0760.jpg,0760.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD3_3_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD3_3_crop1.txt,images/train/0760.jpg,labels/train/0760.txt
761,0761,02-PAN-20250323-442-302-L00000000286-CCD3_3_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD3_3_crop2.txt,0761.jpg,0761.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD3_3_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD3_3_crop2.txt,images/train/0761.jpg,labels/train/0761.txt
762,0762,02-PAN-20250323-442-302-L00000000286-CCD3_4_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD3_4_crop1.txt,0762.jpg,0762.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD3_4_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD3_4_crop1.txt,images/train/0762.jpg,labels/train/0762.txt
763,0763,02-PAN-20250323-442-302-L00000000286-CCD4_2_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD4_2_crop1.txt,0763.jpg,0763.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD4_2_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD4_2_crop1.txt,images/train/0763.jpg,labels/train/0763.txt
764,0764,02-PAN-20250323-442-302-L00000000286-CCD4_2_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD4_2_crop2.txt,0764.jpg,0764.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD4_2_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD4_2_crop2.txt,images/train/0764.jpg,labels/train/0764.txt
765,0765,02-PAN-20250323-442-302-L00000000286-CCD4_6_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD4_6_crop1.txt,0765.jpg,0765.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD4_6_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD4_6_crop1.txt,images/train/0765.jpg,labels/train/0765.txt
766,0766,02-PAN-20250323-442-302-L00000000286-CCD5_1_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD5_1_crop1.txt,0766.jpg,0766.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD5_1_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD5_1_crop1.txt,images/train/0766.jpg,labels/train/0766.txt
767,0767,02-PAN-20250323-442-302-L00000000286-CCD5_1_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD5_1_crop2.txt,0767.jpg,0767.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD5_1_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD5_1_crop2.txt,images/train/0767.jpg,labels/train/0767.txt
768,0768,02-PAN-20250323-442-302-L00000000286-CCD6_6_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD6_6_crop1.txt,0768.jpg,0768.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD6_6_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD6_6_crop1.txt,images/train/0768.jpg,labels/train/0768.txt
769,0769,02-PAN-20250323-442-302-L00000000286-CCD6_6_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD6_6_crop2.txt,0769.jpg,0769.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD6_6_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD6_6_crop2.txt,images/train/0769.jpg,labels/train/0769.txt
770,0770,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop1.txt,0770.jpg,0770.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop1.txt,images/train/0770.jpg,labels/train/0770.txt
771,0771,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop2.txt,0771.jpg,0771.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop2.txt,images/train/0771.jpg,labels/train/0771.txt
772,0772,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop3.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop3.txt,0772.jpg,0772.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop3.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop3.txt,images/train/0772.jpg,labels/train/0772.txt
773,0773,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop4.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop4.txt,0773.jpg,0773.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop4.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop4.txt,images/train/0773.jpg,labels/train/0773.txt
774,0774,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop5.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop5.txt,0774.jpg,0774.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop5.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop5.txt,images/train/0774.jpg,labels/train/0774.txt
775,0775,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop6.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop6.txt,0775.jpg,0775.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop6.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop6.txt,images/train/0775.jpg,labels/train/0775.txt
776,0776,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop7.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop7.txt,0776.jpg,0776.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop7.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop7.txt,images/train/0776.jpg,labels/train/0776.txt
777,0777,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop8.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop8.txt,0777.jpg,0777.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop8.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop8.txt,images/train/0777.jpg,labels/train/0777.txt
778,0778,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop9.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_2_crop9.txt,0778.jpg,0778.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop9.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_2_crop9.txt,images/train/0778.jpg,labels/train/0778.txt
779,0779,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop1.txt,0779.jpg,0779.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop1.txt,images/train/0779.jpg,labels/train/0779.txt
780,0780,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop2.txt,0780.jpg,0780.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop2.txt,images/train/0780.jpg,labels/train/0780.txt
781,0781,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop3.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop3.txt,0781.jpg,0781.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop3.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop3.txt,images/train/0781.jpg,labels/train/0781.txt
782,0782,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop4.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop4.txt,0782.jpg,0782.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop4.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop4.txt,images/train/0782.jpg,labels/train/0782.txt
783,0783,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop6.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop6.txt,0783.jpg,0783.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop6.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop6.txt,images/train/0783.jpg,labels/train/0783.txt
784,0784,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop7.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop7.txt,0784.jpg,0784.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop7.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop7.txt,images/train/0784.jpg,labels/train/0784.txt
785,0785,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop8.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop8.txt,0785.jpg,0785.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop8.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop8.txt,images/train/0785.jpg,labels/train/0785.txt
786,0786,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop9.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_3_crop9.txt,0786.jpg,0786.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop9.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_3_crop9.txt,images/train/0786.jpg,labels/train/0786.txt
787,0787,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop10.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop10.txt,0787.jpg,0787.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop10.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop10.txt,images/train/0787.jpg,labels/train/0787.txt
788,0788,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop3.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop3.txt,0788.jpg,0788.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop3.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop3.txt,images/train/0788.jpg,labels/train/0788.txt
789,0789,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop4.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop4.txt,0789.jpg,0789.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop4.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop4.txt,images/train/0789.jpg,labels/train/0789.txt
790,0790,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop5.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop5.txt,0790.jpg,0790.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop5.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop5.txt,images/train/0790.jpg,labels/train/0790.txt
791,0791,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop6.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop6.txt,0791.jpg,0791.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop6.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop6.txt,images/train/0791.jpg,labels/train/0791.txt
792,0792,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop8.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop8.txt,0792.jpg,0792.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop8.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop8.txt,images/train/0792.jpg,labels/train/0792.txt
793,0793,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop9.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_4_crop9.txt,0793.jpg,0793.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop9.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_4_crop9.txt,images/train/0793.jpg,labels/train/0793.txt
794,0794,02-PAN-20250323-442-302-L00000000286-CCD7_5_crop1.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_5_crop1.txt,0794.jpg,0794.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_5_crop1.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_5_crop1.txt,images/train/0794.jpg,labels/train/0794.txt
795,0795,02-PAN-20250323-442-302-L00000000286-CCD7_5_crop2.jpg,02-PAN-20250323-442-302-L00000000286-CCD7_5_crop2.txt,0795.jpg,0795.txt,images/train/02-PAN-20250323-442-302-L00000000286-CCD7_5_crop2.jpg,labels/train/02-PAN-20250323-442-302-L00000000286-CCD7_5_crop2.txt,images/train/0795.jpg,labels/train/0795.txt
