split,path,stem,scene_id,extension,width,height,mode,size_bytes,sha256,has_label,status,long_side_bucket
train,shiyan/data3/images/train/0736.jpg,0736,0736,.jpg,834,834,RGB,145963,356a17793d1587b4b7a0428aa5d074d7aedfa5ac50ac08d915309736d86a8d65,True,ok,641-1024
train,shiyan/data3/images/train/0737.jpg,0737,0737,.jpg,887,887,RGB,170308,38e2a14a0354dd32b92084a72ff8a0f488ff19235f5dc207778d32dac640f7a2,True,ok,641-1024
train,shiyan/data3/images/train/0738.jpg,0738,0738,.jpg,822,822,RGB,67140,4ab9b68d4616c2ba7fc1364f0e163bfd188e80b0d7df9a726c264caab8d6cfe6,True,ok,641-1024
train,shiyan/data3/images/train/0739.jpg,0739,0739,.jpg,851,851,RGB,185976,8f7d701b2b4c9b287f921ccb86814428f12bb5c55e252f0c9024e086587c1fd8,True,ok,641-1024
train,shiyan/data3/images/train/0740.jpg,0740,0740,.jpg,834,834,RGB,252301,30610715e7fc4a4c5f74f02c4f2f614561f165facc4fdf38d85557cde2e439fe,True,ok,641-1024
train,shiyan/data3/images/train/0741.jpg,0741,0741,.jpg,898,898,RGB,214829,92f00cf23b22f61c0ce3c7fac5e1242e891b8276e0858dfebfab7406541e09e0,True,ok,641-1024
train,shiyan/data3/images/train/0742.jpg,0742,0742,.jpg,895,895,RGB,177906,a800dac5d0f579cf700b2ddde4757a17572b5b30f43de65525ca2287c03dde9d,True,ok,641-1024
train,shiyan/data3/images/train/0743.jpg,0743,0743,.jpg,895,895,RGB,195406,4de00d3d403225b53601dec3a60c8241fe97966eedac5a59a64d05e724f00c68,True,ok,641-1024
train,shiyan/data3/images/train/0744.jpg,0744,0744,.jpg,834,834,RGB,120622,07af95dc256cc40c17716c961e008134ef7195f1f326b5c4c513412486d36c1b,True,ok,641-1024
train,shiyan/data3/images/train/0745.jpg,0745,0745,.jpg,818,818,RGB,129494,37ce52e8e3d5de8f45d5de8ff2ef1e45d085471858d52c9f13fc91a15082fef4,True,ok,641-1024
train,shiyan/data3/images/train/0746.jpg,0746,0746,.jpg,892,892,RGB,173281,d83dd67415db5a57bc61c4c06b06afbe65192410e3cb25bb7695948f8bcd8728,True,ok,641-1024
train,shiyan/data3/images/train/0747.jpg,0747,0747,.jpg,892,892,RGB,173099,83fba87a01eaf5ada128b80668dfad23a09bdc5a149854d819a8f23c5471f1fb,True,ok,641-1024
train,shiyan/data3/images/train/0748.jpg,0748,0748,.jpg,853,853,RGB,91709,5f31540ad358594fc01949872f3049066753b283584d01845ed6ce3fb4aba333,True,ok,641-1024
train,shiyan/data3/images/train/0749.jpg,0749,0749,.jpg,840,840,RGB,45548,7adbab2b4570d1ceffe004ff53909bdf0c1c323592db4ef5539d1e1dde6e8be2,True,ok,641-1024
train,shiyan/data3/images/train/0750.jpg,0750,0750,.jpg,854,854,RGB,185228,25f90f85e11adcb9d9ba05764c7fa77ed3113d37c51bf21aed3cb12c43fedb03,True,ok,641-1024
train,shiyan/data3/images/train/0751.jpg,0751,0751,.jpg,864,864,RGB,202626,2aab3f952106ec9ab06f1b41461aa8805233dc8b1d1fe1c58e111137dae21bb4,True,ok,641-1024
train,shiyan/data3/images/train/0752.jpg,0752,0752,.jpg,850,850,RGB,135710,86bcaf0a8b50e7101e82c8db853786a8998253f31ec8d7b688f80235339b9e4c,True,ok,641-1024
train,shiyan/data3/images/train/0753.jpg,0753,0753,.jpg,897,897,RGB,196086,bc473dadd7787d0c1a5fb2f236221839651bf5635e9b3506d99c34b0aaeb55e8,True,ok,641-1024
train,shiyan/data3/images/train/0754.jpg,0754,0754,.jpg,866,866,RGB,184005,74cfafbdf974ab4126fe15e19c3015bf41bffa62b120f77d07d9c1f9f6c131a1,True,ok,641-1024
train,shiyan/data3/images/train/0755.jpg,0755,0755,.jpg,813,813,RGB,139677,092f02c17b578e0964bdb703a6a0a5b67030f5ee891e796f64cf8ce7c91d1295,True,ok,641-1024
train,shiyan/data3/images/train/0756.jpg,0756,0756,.jpg,888,888,RGB,208164,fe73bbe02f82c0dddea7c5ac35819216ab2a212ebac31dcf58cc0fd74ae46584,True,ok,641-1024
train,shiyan/data3/images/train/0757.jpg,0757,0757,.jpg,860,860,RGB,193893,2363911819f4a87c73fef95e8db756575a30dc5d30ba8e58c1bd924cdf03522b,True,ok,641-1024
train,shiyan/data3/images/train/0758.jpg,0758,0758,.jpg,867,867,RGB,188431,c3e9f202a315732c2183936b527be15e4af54652d857d8bcd22077aadc1c0e93,True,ok,641-1024
train,shiyan/data3/images/train/0759.jpg,0759,0759,.jpg,841,841,RGB,210498,ac815ee24774963057c8b2f9914547039d334cc63d537435fc8d6ae183c7435c,True,ok,641-1024
train,shiyan/data3/images/train/0760.jpg,0760,0760,.jpg,848,848,RGB,284404,96d9d7f9c09f1b9be528b1346447c65c3ee7093616ab612e49271227e445bab2,True,ok,641-1024
train,shiyan/data3/images/train/0761.jpg,0761,0761,.jpg,806,806,RGB,208755,031be04b4766e2916141173bbb009c759922370611d814dbda5cdc689d8a0f5c,True,ok,641-1024
train,shiyan/data3/images/train/0762.jpg,0762,0762,.jpg,830,830,RGB,239301,220e1e84acc99efb67fe3e3764117b516f5d40f52ddfeef5ce4165182823a352,True,ok,641-1024
train,shiyan/data3/images/train/0763.jpg,0763,0763,.jpg,829,829,RGB,371288,88fddd510c1f7882a5e8921f995d39f3c3a26b59f5612cf82ef7fde3a826a604,True,ok,641-1024
train,shiyan/data3/images/train/0764.jpg,0764,0764,.jpg,878,878,RGB,425588,52c5fa132ae641a248e763ac1d0a07b5a75e07a390a4e6f75d60e2e8b87b44dd,True,ok,641-1024
train,shiyan/data3/images/train/0765.jpg,0765,0765,.jpg,866,866,RGB,395349,597a182f2d1cfe2eba28265fad49e9ba7b1c34eed560afa642e972b9068d5f76,True,ok,641-1024
train,shiyan/data3/images/train/0766.jpg,0766,0766,.jpg,838,838,RGB,224310,7b02dfcbad30e986650e68ad9eed61cd6ed7d6084d1779a0b7f3cfefe5f36c35,True,ok,641-1024
train,shiyan/data3/images/train/0767.jpg,0767,0767,.jpg,859,859,RGB,264968,82bece9f9c1b4b25b62965a33d5a2075167a335e29ebdc246cf5c776ec3aa424,True,ok,641-1024
train,shiyan/data3/images/train/0768.jpg,0768,0768,.jpg,813,813,RGB,215870,c4bb712fc3104a2302f9a0915b8000e525a00978a06289701380c560c32c4133,True,ok,641-1024
train,shiyan/data3/images/train/0769.jpg,0769,0769,.jpg,850,850,RGB,111145,8625d9f0be1d6bb90df24feb40bf970c1aa0529c3ca74241790c2fe1e111e061,True,ok,641-1024
train,shiyan/data3/images/train/0770.jpg,0770,0770,.jpg,866,866,RGB,148542,a27e3876c81ca25d12bad00cdce98d48d996799d877eff75f2be0d5efd87cf93,True,ok,641-1024
train,shiyan/data3/images/train/0771.jpg,0771,0771,.jpg,866,866,RGB,208221,851b2a68609ceff11dba49312e85da1196a2c98c0a13652ae462010da66a7ca2,True,ok,641-1024
train,shiyan/data3/images/train/0772.jpg,0772,0772,.jpg,811,811,RGB,187154,5d3a1c3acaf868b06ba48662c5f475dbddd8c35d9ec12cc0d43c27223bdf93aa,True,ok,641-1024
train,shiyan/data3/images/train/0773.jpg,0773,0773,.jpg,875,875,RGB,209952,af9318b70b9e56dda9ce70e515ca6cd0ebfc7369d4b09b4b10712ed78fc4246b,True,ok,641-1024
train,shiyan/data3/images/train/0774.jpg,0774,0774,.jpg,805,805,RGB,155377,d212084ecc6adef6951355dc3d6469c51f93f2057c7b9109b797bd48009d2d96,True,ok,641-1024
train,shiyan/data3/images/train/0775.jpg,0775,0775,.jpg,897,897,RGB,239284,269ab1974f50eed9e6638d47d33ece209d2ff56a1c31bc61d080fa8a48914be1,True,ok,641-1024
train,shiyan/data3/images/train/0776.jpg,0776,0776,.jpg,875,875,RGB,236855,b6f38da0b12ee8a88f5cb5373970e7831f02e672094a2caf46469a131799cdc0,True,ok,641-1024
train,shiyan/data3/images/train/0777.jpg,0777,0777,.jpg,886,886,RGB,185745,da01e23cf5d2cd8e8cb02502ca02b949c52cdfa33260c22e9cda448e1ee64299,True,ok,641-1024
train,shiyan/data3/images/train/0778.jpg,0778,0778,.jpg,896,896,RGB,204198,83dbc1edf28477f040b4075daab550f9296086ca4c59a1b9142a74a9e0d9c05b,True,ok,641-1024
train,shiyan/data3/images/train/0779.jpg,0779,0779,.jpg,858,858,RGB,243362,0de1b6e0f61a8235538fbf2a1d9e23fd15d5c30f06ed505068350482d60fffc5,True,ok,641-1024
train,shiyan/data3/images/train/0780.jpg,0780,0780,.jpg,890,890,RGB,211668,b5e709f1df1ce0ef80e241332101a1dd2bd639bfe7d8c37915e7793ef041ce05,True,ok,641-1024
train,shiyan/data3/images/train/0781.jpg,0781,0781,.jpg,1001,1001,RGB,268126,3d1be1772b336c1de9c6f6a70f6f9fd20f65c3c2ec7953bfecc3555161186e0d,True,ok,641-1024
train,shiyan/data3/images/train/0782.jpg,0782,0782,.jpg,810,810,RGB,151040,d84504345f69a6bc95b5fbb88439183a03acea55c8d85fc3cdf780eb17473708,True,ok,641-1024
train,shiyan/data3/images/train/0783.jpg,0783,0783,.jpg,855,855,RGB,195995,74921cf68a8e0eceedf7c669839c62b700eb4332b49b97d976af9352ace066a2,True,ok,641-1024
train,shiyan/data3/images/train/0784.jpg,0784,0784,.jpg,811,811,RGB,206555,5c5bdde60cbee5ca1bd24847ec88a143d8e64f76f1ba0712e187ae2ffa9007f3,True,ok,641-1024
train,shiyan/data3/images/train/0785.jpg,0785,0785,.jpg,885,885,RGB,236763,431249d8181db4440b270a0726b4cb9084158d74d3993e276425f8df45fc63bf,True,ok,641-1024
train,shiyan/data3/images/train/0786.jpg,0786,0786,.jpg,805,805,RGB,188501,6c8c4151ba8476b5c4dfd17dbc1016f70892d0639a7c6e0421b7b9968930d0b8,True,ok,641-1024
train,shiyan/data3/images/train/0787.jpg,0787,0787,.jpg,805,805,RGB,174769,99a5ab5f826adc8780eafc5e8cd38c7b7adb53648aa5e24b3fcd904721c3333d,True,ok,641-1024
train,shiyan/data3/images/train/0788.jpg,0788,0788,.jpg,834,834,RGB,182417,af8dff190a0933d59a882f08dbb1fa061327afb633bc39830f8fb85bbbbb8265,True,ok,641-1024
train,shiyan/data3/images/train/0789.jpg,0789,0789,.jpg,812,812,RGB,194750,13b83ef5503797ed9e73dcc1b8351d27011bd00859d175188eac19a3dace34dc,True,ok,641-1024
train,shiyan/data3/images/train/0790.jpg,0790,0790,.jpg,883,883,RGB,205005,c5d3c8b79612b8ad8efa8b69827ad08d1f7427badae0c909b7628abea1322bfb,True,ok,641-1024
train,shiyan/data3/images/train/0791.jpg,0791,0791,.jpg,880,880,RGB,207617,db47480287c29ae0cc596aff69104d96dcc1c3b6aa265a601fd4ddcc63cb56d3,True,ok,641-1024
train,shiyan/data3/images/train/0792.jpg,0792,0792,.jpg,826,826,RGB,194478,f1016b9d2e1608a82225da55c1507d25d242b48f150ed68b8a3f3cc49f33ef16,True,ok,641-1024
train,shiyan/data3/images/train/0793.jpg,0793,0793,.jpg,879,879,RGB,226786,6255854011d1e2472c707296d50eb8b87d175ede5f052f8d07d26e917a55b8f5,True,ok,641-1024
train,shiyan/data3/images/train/0794.jpg,0794,0794,.jpg,872,872,RGB,206580,5ed737e55f1df435629a48ca23cc0c6432f33c54fcd0d16005126ae5205d41e4,True,ok,641-1024
train,shiyan/data3/images/train/0795.jpg,0795,0795,.jpg,806,806,RGB,182571,03d2dd91a5ff61e2b59475a855979cce2c4dba759fd4589ea38f68f9474f816f,True,ok,641-1024
train,shiyan/data3/images/train/0796.jpg,0796,0796,.jpg,868,868,RGB,208591,7da8e141fb9bcb1d014fb6e99caa63c8ea2f9a257cb43ce52d7da67baf35927a,True,ok,641-1024
train,shiyan/data3/images/train/0797.jpg,0797,0797,.jpg,871,871,RGB,204155,7ee69dd0e834f73037df566b7fce8349a02aec3f6ed5b213b05685fdbd3d36de,True,ok,641-1024
train,shiyan/data3/images/train/0798.jpg,0798,0798,.jpg,840,840,RGB,178534,2cabe788eb4bb1c495516681690397024c54db761771e2ba9625e39c2d63d21c,True,ok,641-1024
train,shiyan/data3/images/train/0799.jpg,0799,0799,.jpg,814,814,RGB,185274,729ff0b27c4cc6afc38f832f2ea325b346be170287ec5936e1f8494daca131dc,True,ok,641-1024
train,shiyan/data3/images/train/0800.jpg,0800,0800,.jpg,869,869,RGB,212053,5997f7ccc3d205428279f3cfcc1aa6ee3db3baff3fe8f6927475bbf9e51348cc,True,ok,641-1024
train,shiyan/data3/images/train/0801.jpg,0801,0801,.jpg,861,861,RGB,221351,e31a0e16b114fe83abe127a1ce8c9556d136d64c158d3ba06c0f500e8222f9e1,True,ok,641-1024
train,shiyan/data3/images/train/0802.jpg,0802,0802,.jpg,888,888,RGB,235564,38d6199dbc102d8561312bff500ec71602401515913acedcbcd7b53d0e636180,True,ok,641-1024
train,shiyan/data3/images/train/0803.jpg,0803,0803,.jpg,864,864,RGB,249230,9f1bf13c11fedb7d3d808b6987d01e737c7a240b63d2ae84ce6b61bae1f97cc2,True,ok,641-1024
train,shiyan/data3/images/train/0804.jpg,0804,0804,.jpg,830,830,RGB,157738,a2fc350113c75b3ab7d07b9cd3ef334b2faa4905fe11634e26d6e8ff55a9fb0c,True,ok,641-1024
train,shiyan/data3/images/train/0805.jpg,0805,0805,.jpg,868,868,RGB,152801,fd1f968ba91ef39d65fd7331118d3db429c709eae15efec18d7006ac8f21d8d9,True,ok,641-1024
train,shiyan/data3/images/train/0806.jpg,0806,0806,.jpg,896,896,RGB,280560,c46bc09e8a18ec8f9412656f5cd20a2772aae57210bcb91ae9c2a80190212b37,True,ok,641-1024
train,shiyan/data3/images/train/0807.jpg,0807,0807,.jpg,802,802,RGB,48171,01db3d6ab63ed3390156e755e3429766f887ac3940bd93d0c9be8bc51a24d5bd,True,ok,641-1024
train,shiyan/data3/images/train/0808.jpg,0808,0808,.jpg,887,887,RGB,237260,a0c19739cfac1675251a2e5a4265a5db49b4842100e527433df7bad56ae9e8a6,True,ok,641-1024
train,shiyan/data3/images/train/0809.jpg,0809,0809,.jpg,815,815,RGB,186634,37fd8027a602a6c8aca8d3defee4d85cab021553bd5b1e9cc5c3b4cf7da56be0,True,ok,641-1024
train,shiyan/data3/images/train/0810.jpg,0810,0810,.jpg,858,858,RGB,206540,99824f2f3bbd44d71e6345e7d74ef9f881cfc75a0642bd6353d9dc9eb33f7f8e,True,ok,641-1024
train,shiyan/data3/images/train/0811.jpg,0811,0811,.jpg,858,858,RGB,232280,a6bcbc5c4865efc2dc4dc4d78d1c108d6770ff51ead73675c8cea54bb0f16b08,True,ok,641-1024
train,shiyan/data3/images/train/0812.jpg,0812,0812,.jpg,803,803,RGB,225317,22292a9bc41f3323a44387b90dd121053e3a1accb33ae31f4a5048be1166b59e,True,ok,641-1024
train,shiyan/data3/images/train/0813.jpg,0813,0813,.jpg,831,831,RGB,198702,382ba0c8671bebeddd0ce0097cd6a7832f09a085136592c2dbfedb7debc098c1,True,ok,641-1024
train,shiyan/data3/images/train/0814.jpg,0814,0814,.jpg,892,892,RGB,294000,fd1f7dee058596c130f1051f025ebc77b682197682fbd5e1dad53e6a3095b204,True,ok,641-1024
train,shiyan/data3/images/train/0815.jpg,0815,0815,.jpg,815,815,RGB,160385,2790ed936ae30b5eec32aabcc9222c91a05d2ff30159927025a788a7c9deab5a,True,ok,641-1024
train,shiyan/data3/images/train/0816.jpg,0816,0816,.jpg,842,842,RGB,389963,bf5cc0362d60faf8f87780073cd0e4269b8c30564181aefcc6eb3afe3f7a1ca2,True,ok,641-1024
train,shiyan/data3/images/train/0817.jpg,0817,0817,.jpg,826,826,RGB,376536,9c66373dca93ead71499fe2d84a28c687caf63886efde7d05577239787e3f7dc,True,ok,641-1024
train,shiyan/data3/images/train/0818.jpg,0818,0818,.jpg,825,825,RGB,194595,f8415ac099d5e3ca49bc34c6248d3a9f1377a8d5d218b3519c36396b51a79fd6,True,ok,641-1024
train,shiyan/data3/images/train/0819.jpg,0819,0819,.jpg,831,831,RGB,177012,77f852f1ff28b84754b8876d0b94d16546a1edecea6ab605f748f29981b72547,True,ok,641-1024
train,shiyan/data3/images/train/0820.jpg,0820,0820,.jpg,878,878,RGB,92868,35b49cc5fec67ac4a9bc07dee7bd9f41706bec7509c6cfb3dd3ab18787b83bb2,True,ok,641-1024
train,shiyan/data3/images/train/0821.jpg,0821,0821,.jpg,813,813,RGB,156620,a0da5ea526fbb4c4cf7e270ffe1e689cb6a88db303b482070512e652cd097a0e,True,ok,641-1024
train,shiyan/data3/images/train/0822.jpg,0822,0822,.jpg,844,844,RGB,126712,9544263f025b0b9f4b414703b2a7259bba9f68177ac928a2ca4524e8fa95c636,True,ok,641-1024
train,shiyan/data3/images/train/0823.jpg,0823,0823,.jpg,853,853,RGB,181185,eb1524162eb8a6d6da42557323f14cccc3814401d5befc4cc0dedad1cf67a97b,True,ok,641-1024
train,shiyan/data3/images/train/0824.jpg,0824,0824,.jpg,893,893,RGB,191428,1bc8ad01d3bf89835765d49b9098ded8d7b2dad4493345c612fb15383c92663f,True,ok,641-1024
train,shiyan/data3/images/train/0825.jpg,0825,0825,.jpg,868,868,RGB,243027,696bf61ae8aa355a8ed6ac5ddf6d9de10b23ee6854b29e08a7ad1debcd69aa70,True,ok,641-1024
train,shiyan/data3/images/train/0826.jpg,0826,0826,.jpg,833,833,RGB,184681,2de52400a37cd52561f757bc64efcd24e57f0d4e25e5a1bffce1942bfce206c9,True,ok,641-1024
train,shiyan/data3/images/train/0827.jpg,0827,0827,.jpg,853,853,RGB,133594,8451cb7b877f8e417d856be357ea74e4d8ab220ec71dc9a98ce4a98e7992a4bc,True,ok,641-1024
train,shiyan/data3/images/train/0828.jpg,0828,0828,.jpg,873,873,RGB,243044,04442d84d6e936fc93bc15e689872ae3c967f158e7b4ce84b272aea1e3cde611,True,ok,641-1024
train,shiyan/data3/images/train/0829.jpg,0829,0829,.jpg,814,814,RGB,68302,b5e5ad9b2cf18a5592ce1102bb387a3e71fb0f8c6882d24550d88206b26af1a1,True,ok,641-1024
train,shiyan/data3/images/train/0830.jpg,0830,0830,.jpg,824,824,RGB,37864,d85a716aa4f71f2a85d7852c21dd738fffbad796d42a08b548a5ddb05c7352cd,True,ok,641-1024
train,shiyan/data3/images/train/0831.jpg,0831,0831,.jpg,830,830,RGB,108826,23d051aeb9b0571e077e716b93be1a9234b059fd5aa940cc9da24332ed7a8b8e,True,ok,641-1024
train,shiyan/data3/images/train/0832.jpg,0832,0832,.jpg,860,860,RGB,46681,94766a3741b8cf52986c26a0cb471d91eb6f31c1e0d62b45014071116fc03f54,True,ok,641-1024
train,shiyan/data3/images/train/0833.jpg,0833,0833,.jpg,894,894,RGB,170311,e68057e637307f61d09f01a0e80fed4e74e2380514b32ab6a2032dc5d09817c6,True,ok,641-1024
train,shiyan/data3/images/train/0834.jpg,0834,0834,.jpg,834,834,RGB,154261,2701e190bb8fcb04c8aebf650cbde4a6a3e6ad991486661bb50ee841ad609b99,True,ok,641-1024
train,shiyan/data3/images/train/0835.jpg,0835,0835,.jpg,827,827,RGB,108454,cf639dccffa257b37c9201ab2dd16b5a43e4f7c91b3af5d42670a9f8a7a9c3c5,True,ok,641-1024
train,shiyan/data3/images/train/0836.jpg,0836,0836,.jpg,810,810,RGB,203609,20a6a0ce75630b303025818260527e14e3fa650e21d6a9758392763a62a6e1f0,True,ok,641-1024
train,shiyan/data3/images/train/0837.jpg,0837,0837,.jpg,818,818,RGB,305389,4d64d9f470ca660c0920a1dc7ef618f19321ae19604a42a4ccdf2994ccbadce0,True,ok,641-1024
train,shiyan/data3/images/train/0838.jpg,0838,0838,.jpg,871,871,RGB,178319,92aac2768b5f076a14ecf44b1baa0f92dc995faeafc4c7463b3e0c862a5e4b56,True,ok,641-1024
train,shiyan/data3/images/train/0839.jpg,0839,0839,.jpg,847,847,RGB,239503,5addbc1fb56c75d24c72b82e82898c4eb45002bdbfab03be242f5bc3c8a3b789,True,ok,641-1024
train,shiyan/data3/images/train/0840.jpg,0840,0840,.jpg,810,810,RGB,384914,765d9fd37a2a3a8db755ee1931c31d07c917818fa028b3109dc2ffd6b5197a42,True,ok,641-1024
train,shiyan/data3/images/train/0841.jpg,0841,0841,.jpg,830,830,RGB,318428,c4d49015a819645359d71ef87f762b4c5b8c067683059fd96aea4811735e0e30,True,ok,641-1024
train,shiyan/data3/images/train/0842.jpg,0842,0842,.jpg,850,850,RGB,298253,302ad4d3cef226165eff82df1c56cbab1a684c586dcea7cc6882a3b396fc4f39,True,ok,641-1024
train,shiyan/data3/images/train/0843.jpg,0843,0843,.jpg,839,839,RGB,181159,b315f595d135fc927ce4e6111ea27f69f028cacf15d353d4bd73512c9bde2a53,True,ok,641-1024
train,shiyan/data3/images/train/0844.jpg,0844,0844,.jpg,848,848,RGB,201005,73da461c176f09f82dc4030475659c6b94100b86459b3ed03a3aee236c7862ab,True,ok,641-1024
train,shiyan/data3/images/train/0845.jpg,0845,0845,.jpg,819,819,RGB,183137,138296d5cb3a204c6e7bc2d2ec0324de1f270785bc6532cd2f3661961477de61,True,ok,641-1024
train,shiyan/data3/images/train/0846.jpg,0846,0846,.jpg,870,870,RGB,142040,e6641aabfb169c54bef85cbd9a3b4046ea5b939085c66d87065c6f4984d097db,True,ok,641-1024
train,shiyan/data3/images/train/0847.jpg,0847,0847,.jpg,823,823,RGB,214018,bd2dd18fa3e62ec9a5e17dd243d31abdbc2f62f98e247678ec91dc731a3b8977,True,ok,641-1024
train,shiyan/data3/images/train/0848.jpg,0848,0848,.jpg,819,819,RGB,137251,b168c99cd9396cd49217fd13afb73335278edc1ef115efa556acb0194874ed99,True,ok,641-1024
train,shiyan/data3/images/train/0849.jpg,0849,0849,.jpg,882,882,RGB,180388,1c90870c12e4a87717f204417c564b7342e614d8df26c66f7262b3d87836b75e,True,ok,641-1024
train,shiyan/data3/images/train/0850.jpg,0850,0850,.jpg,895,895,RGB,155561,30e21becfbdff56b194b965077cc787932d165e1fa7c6208bf7065a8091c14fe,True,ok,641-1024
train,shiyan/data3/images/train/0851.jpg,0851,0851,.jpg,892,892,RGB,19866,5c0f3d706366e6b50686e77b51c6863a541b5d1523b42a2d8785f775a4024b59,True,ok,641-1024
train,shiyan/data3/images/train/0852.jpg,0852,0852,.jpg,833,833,RGB,94717,cb616df85707c0d7cd04c614a93a627b577af92c1b825f87bd84ab36b529cfbd,True,ok,641-1024
train,shiyan/data3/images/train/0853.jpg,0853,0853,.jpg,851,851,RGB,87342,34cfed1b30d49391b13627f4a44cb2d1a47b39a0d50e5029dbfe34360db0e460,True,ok,641-1024
train,shiyan/data3/images/train/0854.jpg,0854,0854,.jpg,829,829,RGB,209150,c91702dfaaa345a5e2a38d3527b05b65416becbb2a46f3ad5d6b8bcf6e7c055e,True,ok,641-1024
train,shiyan/data3/images/train/0855.jpg,0855,0855,.jpg,839,839,RGB,177397,b56a856ece474590ea8fab4a12adff9704fd8a039a20cdc1b88bdb453e1496e4,True,ok,641-1024
train,shiyan/data3/images/train/0856.jpg,0856,0856,.jpg,815,815,RGB,166417,aa983355f94fc91ffcfe2f2e7560be89efc16c540ce7112bc7ffaa501116f198,True,ok,641-1024
train,shiyan/data3/images/train/0857.jpg,0857,0857,.jpg,860,860,RGB,106193,c28bbfc06f460dc57c259b84c7c6d7acc45e32eecf2b5af7924c30fec88bf605,True,ok,641-1024
train,shiyan/data3/images/train/0858.jpg,0858,0858,.jpg,880,880,RGB,248197,282bb7ce46ea6999bc4801ccc0377b81206481f15d8684053d46f300559c12a0,True,ok,641-1024
train,shiyan/data3/images/train/0859.jpg,0859,0859,.jpg,826,826,RGB,126530,4b58a56351bc75a5a812b2714887808926a957b1e0bfcaf34f454a8ba1beba3f,True,ok,641-1024
train,shiyan/data3/images/train/0860.jpg,0860,0860,.jpg,863,863,RGB,83709,ba1f5444591e58cc8539e5b4dc2d79034111e4317a41eb7092b9fa52203eb651,True,ok,641-1024
train,shiyan/data3/images/train/0861.jpg,0861,0861,.jpg,874,874,RGB,259852,2e046a0579fc311c63e6a0f6f40d050f6d2c1f8f35e6e1d75bd318b92317dda6,True,ok,641-1024
train,shiyan/data3/images/train/0862.jpg,0862,0862,.jpg,1127,1127,RGB,329911,ae307eafff050120bc6d0d34aaee59f8842117f164998af109147c5d4361b82c,True,ok,1025-1536
train,shiyan/data3/images/train/0863.jpg,0863,0863,.jpg,893,893,RGB,227194,174fc1823d06cd12a279708d955d983bc111d5951cc3f6c8806660f751e7b3c5,True,ok,641-1024
train,shiyan/data3/images/train/0864.jpg,0864,0864,.jpg,896,896,RGB,229029,a266a91976ca4e5d13c6948b4f566e08c7becc9dff5a6ba87c4904edbe6be896,True,ok,641-1024
train,shiyan/data3/images/train/0865.jpg,0865,0865,.jpg,899,899,RGB,205515,e6baa2acdc75e4fe69b951a0713531b4a9c732fa27d9c2aaf555b886e40aac6e,True,ok,641-1024
train,shiyan/data3/images/train/0866.jpg,0866,0866,.jpg,879,879,RGB,192075,6435807c650b45bc6cce351e1a12d1ef347732fe3a8964cce23499f942efd784,True,ok,641-1024
train,shiyan/data3/images/train/0867.jpg,0867,0867,.jpg,813,813,RGB,124771,fb7f859442cfeb97e8ffa6c84703ec5de0c89b5a8cec4658561990695fd50c3b,True,ok,641-1024
train,shiyan/data3/images/train/0868.jpg,0868,0868,.jpg,851,851,RGB,135665,a1d2d6092f92497528dbfba67fc937cd3f6c3c8802195fc71b318e1e9a396238,True,ok,641-1024
train,shiyan/data3/images/train/0869.jpg,0869,0869,.jpg,849,849,RGB,101760,e84e67c4736ef8f1c9d7223c5afa6f5e284cdfa97b6c63431b8d1a8094bf6676,True,ok,641-1024
train,shiyan/data3/images/train/0870.jpg,0870,0870,.jpg,846,846,RGB,112613,2d390c6f12cc97dcdcc5106761b780c5ec9314895c196001d3157740fc417abf,True,ok,641-1024
train,shiyan/data3/images/train/0871.jpg,0871,0871,.jpg,830,830,RGB,121353,8902042ae3a922fbdd6b036f64bb7af5c210570bbd80d47a128aa158fb757cf5,True,ok,641-1024
train,shiyan/data3/images/train/0872.jpg,0872,0872,.jpg,895,895,RGB,165113,cead554211ec0e7ba2e7b58106812a18c532d0264986fa43f52d5ed528098603,True,ok,641-1024
train,shiyan/data3/images/train/0873.jpg,0873,0873,.jpg,827,827,RGB,102731,946e1c4740154c2313b60a60c64e181c104e8a74d52d758c578f94594aa576c6,True,ok,641-1024
train,shiyan/data3/images/train/0874.jpg,0874,0874,.jpg,848,848,RGB,163572,2890a5226640bbfb549937bb2e65b69b81524f6926951b7e86bcafa33c7cb494,True,ok,641-1024
train,shiyan/data3/images/train/0875.jpg,0875,0875,.jpg,840,840,RGB,154858,830c5dd854653950fa788a98d05aa2c322109889f4c9a99f0251b12ab9d9958b,True,ok,641-1024
train,shiyan/data3/images/train/0876.jpg,0876,0876,.jpg,898,898,RGB,177378,e9ce705e4bab307fd516421799ef064b5573cde89a18ba37d58b396f6490e80e,True,ok,641-1024
train,shiyan/data3/images/train/0877.jpg,0877,0877,.jpg,825,825,RGB,225359,f34562b07ceb4d547944e27dff7ebf17340bd2a83da83d32b66c095232f38484,True,ok,641-1024
train,shiyan/data3/images/train/0878.jpg,0878,0878,.jpg,872,872,RGB,162052,46d04bbc3957aff40c5e4602d47b422789890bf81409c705d4872fd15eddd1c7,True,ok,641-1024
train,shiyan/data3/images/train/0879.jpg,0879,0879,.jpg,873,873,RGB,242525,1d2077b75f25c1274234a5e02f37f2a6c254541f7c1fa57b08cd25e933b52257,True,ok,641-1024
