scene_id,assigned_split,image_count,object_count,class_counts_json
02-PAN-20250325-462-360-L00000000422-CCD12_2,train,4,8,"{""2"": 3, ""3"": 5}"
02-PAN-20250325-462-360-L00000000422-CCD12_3,train,2,2,"{""3"": 2}"
02-PAN-20250325-462-360-L00000000422-CCD21_4,train,2,3,"{""3"": 3}"
02-PAN-20250325-462-360-L00000000422-CCD22_4,train,1,1,"{""3"": 1}"
02-PAN-20250326-108-335-L00000000593-CCD19_4,train,1,1,"{""3"": 1}"
02-PAN-20250326-108-335-L00000000593-CCD19_5,val,1,1,"{""3"": 1}"
02-PAN-20250326-108-335-L00000000593-CCD20_3,val,3,3,"{""3"": 3}"
02-PAN-20250327-133-317-L00000000542-CCD32_4,train,2,4,"{""3"": 4}"
02-PAN-20250329-087-336-L00000000675-CCD18_6,train,1,1,"{""3"": 1}"
02-PAN-20250329-087-337-L00000000676-CCD11_6,val,1,1,"{""3"": 1}"
02-PAN-20250329-087-337-L00000000676-CCD17_1,train,1,1,"{""3"": 1}"
02-PAN-20250329-087-337-L00000000676-CCD18_1,train,1,1,"{""3"": 1}"
02-PAN-20250329-087-338-L00000000677-CCD10_3,train,1,1,"{""3"": 1}"
02-PAN-20250329-087-338-L00000000677-CCD10_4,train,3,5,"{""3"": 5}"
02-PAN-20250329-087-338-L00000000677-CCD11_3,train,4,8,"{""3"": 8}"
02-PAN-20250329-087-338-L00000000677-CCD11_4,train,2,3,"{""3"": 3}"
02-PAN-20250329-089-274-L00000000683-CCD14_4,train,1,1,"{""3"": 1}"
02-PAN-20250329-212-808-L00000000701-CCD24_3,train,1,1,"{""3"": 1}"
02-PAN-20250329-467-288-L00000000665-CCD10_5,train,2,5,"{""3"": 5}"
02-PAN-20250329-467-288-L00000000665-CCD14_3,val,1,1,"{""3"": 1}"
02-PAN-20250329-467-288-L00000000665-CCD16_3,train,1,1,"{""3"": 1}"
02-PAN-20250329-467-288-L00000000665-CCD19_5,val,1,1,"{""3"": 1}"
02-PAN-20250329-467-290-L00000000667-CCD25_5,train,1,1,"{""3"": 1}"
02-PAN-20250329-467-290-L00000000667-CCD26_5,val,2,2,"{""3"": 2}"
02-PAN-20250329-467-290-L00000000667-CCD27_6,train,1,2,"{""3"": 2}"
02-PAN-20250330-461-282-L00000000742-CCD26_1,train,1,1,"{""3"": 1}"
02-PAN-20250330-461-284-L00000000744-CCD20_1,val,6,19,"{""3"": 19}"
02-PAN-20250330-461-284-L00000000744-CCD23_4,val,6,12,"{""3"": 12}"
02-PAN-20250402-255-280-L00000001117-CCD10_4,train,3,3,"{""3"": 3}"
02-PAN-20250402-255-354-L00000001127-CCD8_5,train,3,4,"{""3"": 4}"
02-PAN-20250403-149-294-L00000001223-CCD16_6,train,5,17,"{""3"": 17}"
02-PAN-20250403-149-294-L00000001223-CCD17_6,train,1,2,"{""3"": 2}"
02-PAN-20250403-149-295-L00000001224-CCD15_2,train,6,6,"{""3"": 6}"
02-PAN-20250403-149-295-L00000001224-CCD16_2,train,7,7,"{""3"": 7}"
02-PAN-20250403-149-295-L00000001224-CCD16_3,train,3,20,"{""3"": 20}"
02-PAN-20250403-149-295-L00000001224-CCD17_1,train,1,1,"{""3"": 1}"
02-PAN-20250403-209-692-L00000001219-CCD14_6,train,1,1,"{""3"": 1}"
02-PAN-20250403-466-364-L00000001478-CCD18_1,train,4,6,"{""3"": 6}"
02-PAN-20250403-466-364-L00000001478-CCD18_2,train,2,2,"{""2"": 1, ""3"": 1}"
02-PAN-20250403-466-364-L00000001478-CCD18_3,train,6,11,"{""2"": 5, ""3"": 6}"
02-PAN-20250403-466-364-L00000001478-CCD18_4,val,6,13,"{""3"": 13}"
02-PAN-20250405-013-428-L00000001337-CCD28_3,train,6,15,"{""3"": 15}"
02-PAN-20250405-013-428-L00000001337-CCD28_6,train,2,2,"{""3"": 2}"
02-PAN-20250405-013-428-L00000001337-CCD29_1,train,8,23,"{""3"": 23}"
02-PAN-20250405-013-428-L00000001337-CCD29_3,train,6,8,"{""3"": 8}"
02-PAN-20250405-013-430-L00000001339-CCD20_2,train,1,1,"{""3"": 1}"
02-PAN-20250405-013-430-L00000001339-CCD20_3,train,1,1,"{""3"": 1}"
02-PAN-20250405-013-430-L00000001339-CCD26_4,train,3,10,"{""1"": 3, ""2"": 7}"
02-PAN-20250414-140-169-L00000002665-CCD14_1,val,1,1,"{""3"": 1}"
02-PAN-20250414-140-169-L00000002665-CCD22_1,train,1,1,"{""3"": 1}"
02-PAN-20250414-140-169-L00000002665-CCD23_6,val,1,1,"{""3"": 1}"
02-PAN-20250414-140-170-L00000002666-CCD8_5,val,1,1,"{""3"": 1}"
02-PAN-20250414-201-668-L00000002680-CCD19_2,train,1,1,"{""3"": 1}"
02-PAN-20250414-201-668-L00000002680-CCD20_5,train,2,3,"{""3"": 3}"
02-PAN-20250414-201-668-L00000002680-CCD29_2,val,3,3,"{""3"": 3}"
02-PAN-20250414-201-669-L00000002681-CCD20_1,train,2,2,"{""3"": 2}"
02-PAN-20250414-201-674-L00000002686-CCD14_6,val,1,1,"{""3"": 1}"
02-PAN-20250415-449-299-L00000002688-CCD28_4,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-299-L00000002688-CCD30_3,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-300-L00000002689-CCD26_4,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-300-L00000002689-CCD28_1,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-307-L00000002696-CCD11_6,train,2,4,"{""3"": 4}"
02-PAN-20250415-449-307-L00000002696-CCD6_5,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-307-L00000002696-CCD7_5,val,2,2,"{""3"": 2}"
02-PAN-20250415-449-308-L00000002697-CCD11_1,train,2,2,"{""3"": 2}"
02-PAN-20250415-449-309-L00000002698-CCD29_6,train,1,3,"{""3"": 3}"
02-PAN-20250415-449-310-L00000002699-CCD12_4,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-310-L00000002699-CCD30_1,train,1,3,"{""3"": 3}"
02-PAN-20250415-449-310-L00000002699-CCD31_5,val,1,1,"{""3"": 1}"
02-PAN-20250415-449-311-L00000002700-CCD24_6,train,2,5,"{""3"": 5}"
02-PAN-20250415-449-311-L00000002700-CCD25_6,train,3,3,"{""3"": 3}"
02-PAN-20250415-449-312-L00000002701-CCD24_1,train,3,5,"{""3"": 5}"
02-PAN-20250415-449-312-L00000002701-CCD25_1,val,2,2,"{""3"": 2}"
02-PAN-20250415-449-312-L00000002701-CCD3_6,train,2,2,"{""3"": 2}"
02-PAN-20250415-449-313-L00000002702-CCD3_1,train,4,5,"{""3"": 5}"
02-PAN-20250415-449-313-L00000002702-CCD4_1,train,3,6,"{""3"": 6}"
02-PAN-20250415-449-313-L00000002702-CCD9_6,train,1,2,"{""3"": 2}"
02-PAN-20250415-449-314-L00000002703-CCD9_1,train,3,4,"{""3"": 4}"
02-PAN-20250415-449-317-L00000002706-CCD16_6,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-317-L00000002706-CCD30_6,val,1,1,"{""3"": 1}"
02-PAN-20250415-449-317-L00000002706-CCD31_6,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-318-L00000002707-CCD23_2,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-318-L00000002707-CCD25_1,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-318-L00000002707-CCD31_1,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-319-L00000002708-CCD4_2,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-320-L00000002709-CCD25_5,val,1,1,"{""3"": 1}"
02-PAN-20250415-449-320-L00000002711-CCD25_2,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-321-L00000002710-CCD25_4,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-321-L00000002712-CCD12_6,train,1,1,"{""3"": 1}"
02-PAN-20250415-449-321-L00000002712-CCD26_4,val,1,1,"{""3"": 1}"
E103.9_N1.2_20200419_L1A0004749016-PAN20,train,4,4,"{""3"": 4}"
E103.9_N1.2_20200419_L1A0004749016-PAN21,val,6,7,"{""3"": 7}"
E103.9_N1.2_20200419_L1A0004749016-PAN22,train,6,18,"{""3"": 18}"
E103.9_N1.2_20200419_L1A0004749016-PAN24,train,1,1,"{""3"": 1}"
E103.9_N1.2_20200419_L1A0004749016-PAN25,train,20,31,"{""3"": 31}"
E103.9_N1.2_20200419_L1A0004749016-PAN26,val,17,31,"{""3"": 31}"
E103.9_N1.2_20200419_L1A0004749016-PAN27,train,17,24,"{""3"": 24}"
E103.9_N1.2_20200419_L1A0004749016-PAN28,train,8,10,"{""3"": 10}"
E103.9_N1.2_20200419_L1A0004749016-PAN29,train,2,2,"{""3"": 2}"
E112.9_N9.5_20151204_L1A0001219553-PAN22,train,4,14,"{""3"": 14}"
E120.2_N14.7_20161023_L1A0001910573-PAN10,train,1,1,"{""3"": 1}"
E120.2_N14.7_20161023_L1A0001910573-PAN12,train,3,10,"{""3"": 10}"
E120.2_N14.7_20161023_L1A0001910573-PAN15,val,3,7,"{""3"": 7}"
E120.2_N14.7_20161023_L1A0001910573-PAN19,val,4,8,"{""3"": 8}"
E120.2_N14.7_20190309_L1A0003875932-PAN10,train,2,2,"{""3"": 2}"
E120.2_N14.7_20190309_L1A0003875932-PAN13,train,1,1,"{""3"": 1}"
E120.2_N14.7_20190309_L1A0003875932-PAN14,train,1,1,"{""3"": 1}"
E120.2_N14.7_20190309_L1A0003875932-PAN17,train,1,1,"{""3"": 1}"
E120.2_N14.9_20190309_L1A0003875931-PAN11,train,1,1,"{""3"": 1}"
E120.2_N14.9_20190309_L1A0003875931-PAN13,val,1,2,"{""3"": 2}"
E120.2_N14.9_20190309_L1A0003875931-PAN15,train,4,6,"{""3"": 6}"
E121.9_N31.2_20181003_L2A0003786874-PAN11,train,2,2,"{""3"": 2}"
E121.9_N31.2_20181003_L2A0003786874-PAN12,train,2,2,"{""3"": 2}"
E121.9_N31.2_20181003_L2A0003786874-PAN14,train,3,6,"{""3"": 6}"
E121.9_N31.2_20181003_L2A0003786874-PAN15,train,3,4,"{""3"": 4}"
E121.9_N31.2_20181003_L2A0003786874-PAN18,train,2,2,"{""3"": 2}"
E127.6_N26.2_20190313_L1A0003881008-PAN18,train,1,1,"{""3"": 1}"
E127.9_N26.4_20170304_L1A0002218828-PAN14,train,2,3,"{""3"": 3}"
E127.9_N26.4_20181214_L1A0003681395-PAN18,train,1,1,"{""3"": 1}"
E128.0_N26.3_20180531_L1A0003228719-PAN20,train,1,1,"{""2"": 1}"
E129.6_N33.1_20161027_L1A0001918498-PAN25,train,1,3,"{""3"": 3}"
E129.6_N33.1_20161027_L1A0001931206-PAN29,train,6,17,"{""2"": 12, ""3"": 5}"
E129.6_N33.1_20180412_L1A0003117760-PAN23,val,4,21,"{""1"": 2, ""2"": 18, ""3"": 1}"
E129.6_N33.1_20180412_L1A0003117760-PAN26,train,1,1,"{""3"": 1}"
E129.6_N33.1_20180808_L1A0003377803-PAN20,train,1,3,"{""3"": 3}"
E129.6_N33.1_20181105_L1A0003574686-PAN21,train,1,3,"{""3"": 3}"
E129.6_N33.1_20190620_L1A0004068124-PAN14,train,1,1,"{""3"": 1}"
E129.6_N33.1_20190620_L1A0004068124-PAN18,train,1,1,"{""3"": 1}"
E129.7_N33.1_20190212_L1A0003826486-PAN26,val,3,10,"{""2"": 8, ""3"": 2}"
E129.7_N33.1_20190212_L1A0003826486-PAN29,val,2,4,"{""3"": 4}"
E129.7_N33.1_20191021_L1A0004327310-PAN10,val,4,7,"{""2"": 5, ""3"": 2}"
E129.7_N33.1_20191021_L1A0004327310-PAN14,train,1,1,"{""3"": 1}"
E129.7_N33.1_20191021_L1A0004327310-PAN15,train,1,1,"{""3"": 1}"
E129.7_N33.1_20191021_L1A0004327310-PAN17,train,1,1,"{""3"": 1}"
E129.8_N33.1_20160512_L1A0001578277-PAN18,train,3,3,"{""2"": 2, ""3"": 1}"
E139.6_N35.2_20170206_L1A0002169368-PAN20,train,3,3,"{""2"": 1, ""3"": 2}"
E139.6_N35.2_20200404_L1A0004719335-PAN25,train,3,11,"{""0"": 1, ""2"": 8, ""3"": 2}"
E139.6_N35.3_20160202_L1A0001384774-PAN10,train,1,2,"{""3"": 2}"
E139.6_N35.3_20160202_L1A0001384774-PAN12,train,2,8,"{""0"": 1, ""2"": 5, ""3"": 2}"
E139.6_N35.3_20160202_L1A0001384774-PAN17,train,3,3,"{""2"": 1, ""3"": 2}"
E139.6_N35.3_20160202_L1A0001384774-PAN19,val,4,18,"{""0"": 1, ""1"": 1, ""2"": 13, ""3"": 3}"
E139.6_N35.3_20170122_L1A0002138611-PAN11,train,6,19,"{""0"": 1, ""2"": 15, ""3"": 3}"
E139.6_N35.3_20170312_L1A0002233573-PAN11,train,5,19,"{""2"": 17, ""3"": 2}"
E139.6_N35.3_20170312_L1A0002233573-PAN12,train,5,21,"{""2"": 19, ""3"": 2}"
E139.6_N35.3_20190121_L1A0003778345-PAN12,train,1,1,"{""3"": 1}"
E139.6_N35.3_20190121_L1A0003778345-PAN19,train,2,4,"{""3"": 4}"
E139.6_N35.3_20190126_L1A0003789781-PAN10,train,1,1,"{""3"": 1}"
E139.6_N35.3_20190126_L1A0003789781-PAN13,train,1,1,"{""3"": 1}"
E139.6_N35.3_20190126_L1A0003789781-PAN16,train,3,21,"{""0"": 1, ""2"": 19, ""3"": 1}"
E139.6_N35.3_20190126_L1A0003789781-PAN19,train,1,1,"{""3"": 1}"
E139.6_N35.3_20200101_L1A0004517353-PAN10,val,4,16,"{""2"": 14, ""3"": 2}"
E139.6_N35.3_20200101_L1A0004517353-PAN14,train,1,1,"{""3"": 1}"
E139.6_N35.4_20180420_L1A0003133739-PAN12,train,2,4,"{""2"": 2, ""3"": 2}"
E139.6_N35.4_20180420_L1A0003133739-PAN13,val,12,34,"{""2"": 3, ""3"": 31}"
E139.6_N35.4_20180420_L1A0003133739-PAN15,val,8,16,"{""3"": 16}"
E139.6_N35.4_20180420_L1A0003133739-PAN16,val,2,2,"{""3"": 2}"
E139.6_N35.4_20180420_L1A0003133739-PAN19,train,2,2,"{""3"": 2}"
E139.7_N35.2_20150922_L1A0001053752-PAN20,train,3,14,"{""1"": 1, ""2"": 11, ""3"": 2}"
E139.7_N35.2_20150922_L1A0001053752-PAN23,train,4,31,"{""1"": 1, ""2"": 29, ""3"": 1}"
E139.7_N35.2_20150922_L1A0001053752-PAN26,train,1,1,"{""3"": 1}"
E139.7_N35.2_20150922_L1A0001053752-PAN27,train,1,1,"{""3"": 1}"
E139.7_N35.2_20161015_L1A0001890784-PAN23,val,2,4,"{""2"": 2, ""3"": 2}"
E139.7_N35.2_20170112_L1A0002115142-PAN23,train,3,16,"{""0"": 1, ""2"": 15}"
E139.7_N35.2_20170112_L1A0002115142-PAN25,train,1,1,"{""3"": 1}"
E139.7_N35.2_20170112_L1A0002115142-PAN28,train,1,1,"{""3"": 1}"
E139.7_N35.2_20170117_L1A0002128335-PAN27,train,3,3,"{""3"": 3}"
E139.7_N35.2_20170117_L1A0002128335-PAN28,train,2,2,"{""3"": 2}"
E139.7_N35.2_20170530_L1A0002390511-PAN24,val,2,2,"{""3"": 2}"
E139.7_N35.3_20170121_L1A0002135991-PAN10,train,1,1,"{""3"": 1}"
E139.7_N35.3_20170121_L1A0002135991-PAN11,train,1,5,"{""3"": 5}"
E139.7_N35.3_20170121_L1A0002135991-PAN12,train,6,11,"{""1"": 2, ""3"": 9}"
E139.7_N35.3_20170121_L1A0002135991-PAN13,train,3,4,"{""3"": 4}"
E139.7_N35.3_20170121_L1A0002135991-PAN18,train,2,2,"{""3"": 2}"
E139.7_N35.3_20170121_L1A0002135991-PAN19,train,3,15,"{""0"": 1, ""2"": 13, ""3"": 1}"
E144.7_N13.5_20181012_L1A0003513249-PAN13,train,3,5,"{""2"": 2, ""3"": 3}"
E144.7_N13.5_20190314_L1A0003883169-PAN11,train,1,1,"{""2"": 1}"
E144.7_N13.5_20190314_L1A0003883169-PAN14,val,1,1,"{""2"": 1}"
E144.7_N13.5_20190314_L1A0003883169-PAN16,train,1,2,"{""2"": 2}"
E144.7_N13.5_20190329_L1A0003910727-PAN13,train,1,1,"{""3"": 1}"
E144.7_N13.5_20190329_L1A0003910727-PAN16,val,2,2,"{""2"": 1, ""3"": 1}"
E144.7_N13.5_20190329_L1A0003910727-PAN18,val,2,3,"{""2"": 3}"
E144.7_N13.5_20190517_L1A0004005129-PAN10,train,2,2,"{""2"": 1, ""3"": 1}"
MAR20_1,train,1,3,"{""5"": 2, ""13"": 1}"
MAR20_10,val,1,4,"{""5"": 4}"
MAR20_100,val,1,6,"{""6"": 6}"
MAR20_1000,train,1,3,"{""5"": 2, ""6"": 1}"
MAR20_1001,train,1,4,"{""5"": 1, ""6"": 3}"
MAR20_1002,train,1,13,"{""4"": 4, ""22"": 9}"
MAR20_1004,train,1,5,"{""23"": 5}"
MAR20_1005,train,1,2,"{""5"": 1, ""13"": 1}"
MAR20_1006,train,1,2,"{""18"": 2}"
MAR20_1007,train,1,1,"{""19"": 1}"
MAR20_1008,train,1,11,"{""5"": 11}"
MAR20_1009,train,1,6,"{""20"": 6}"
MAR20_101,train,1,4,"{""6"": 4}"
MAR20_1010,train,1,5,"{""4"": 3, ""22"": 2}"
MAR20_1011,val,1,8,"{""22"": 8}"
MAR20_1012,train,1,6,"{""15"": 4, ""20"": 2}"
MAR20_1013,val,1,4,"{""8"": 4}"
MAR20_1014,train,1,8,"{""16"": 8}"
MAR20_1015,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1016,train,1,4,"{""4"": 3, ""22"": 1}"
MAR20_1018,train,1,4,"{""4"": 4}"
MAR20_1019,train,1,3,"{""17"": 3}"
MAR20_102,train,1,8,"{""5"": 7, ""6"": 1}"
MAR20_1020,val,1,7,"{""4"": 6, ""22"": 1}"
MAR20_1021,train,1,3,"{""5"": 3}"
MAR20_1022,train,1,7,"{""16"": 7}"
MAR20_1023,val,1,2,"{""23"": 2}"
MAR20_1024,train,1,4,"{""10"": 4}"
MAR20_1025,val,1,5,"{""19"": 5}"
MAR20_1026,train,1,6,"{""18"": 6}"
MAR20_1027,train,1,4,"{""4"": 4}"
MAR20_1028,train,1,3,"{""20"": 3}"
MAR20_1029,val,1,8,"{""19"": 8}"
MAR20_103,train,1,2,"{""10"": 2}"
MAR20_1030,train,1,7,"{""22"": 3, ""23"": 4}"
MAR20_1031,val,1,5,"{""17"": 5}"
MAR20_1032,train,1,4,"{""5"": 1, ""16"": 3}"
MAR20_1033,val,1,5,"{""4"": 4, ""22"": 1}"
MAR20_1034,train,1,10,"{""4"": 8, ""22"": 2}"
MAR20_1035,train,1,3,"{""12"": 3}"
MAR20_1036,train,1,4,"{""16"": 4}"
MAR20_1037,val,1,2,"{""8"": 2}"
MAR20_1038,train,1,1,"{""19"": 1}"
MAR20_1039,train,1,4,"{""16"": 4}"
MAR20_104,val,1,3,"{""10"": 3}"
MAR20_1040,train,1,4,"{""13"": 4}"
MAR20_1041,val,1,4,"{""5"": 4}"
MAR20_1042,train,1,9,"{""4"": 4, ""22"": 5}"
MAR20_1043,train,1,6,"{""7"": 5, ""21"": 1}"
MAR20_1044,train,1,3,"{""8"": 3}"
MAR20_1045,train,1,4,"{""11"": 4}"
MAR20_1046,train,1,6,"{""8"": 6}"
MAR20_1047,train,1,5,"{""5"": 1, ""10"": 1, ""12"": 3}"
MAR20_1048,train,1,4,"{""17"": 4}"
MAR20_1049,train,1,4,"{""12"": 4}"
MAR20_105,train,1,1,"{""10"": 1}"
MAR20_1050,train,1,5,"{""7"": 5}"
MAR20_1051,train,1,14,"{""5"": 14}"
MAR20_1052,train,1,8,"{""8"": 8}"
MAR20_1053,train,1,5,"{""18"": 5}"
MAR20_1054,val,1,14,"{""19"": 14}"
MAR20_1055,train,1,1,"{""14"": 1}"
MAR20_1056,val,1,3,"{""23"": 3}"
MAR20_1057,val,1,7,"{""13"": 6, ""14"": 1}"
MAR20_106,train,1,2,"{""6"": 1, ""10"": 1}"
MAR20_1060,train,1,1,"{""14"": 1}"
MAR20_1061,train,1,8,"{""4"": 8}"
MAR20_1062,train,1,3,"{""5"": 2, ""17"": 1}"
MAR20_1063,train,1,3,"{""13"": 3}"
MAR20_1064,val,1,6,"{""5"": 1, ""12"": 5}"
MAR20_1066,train,1,5,"{""7"": 5}"
MAR20_1067,train,1,3,"{""11"": 3}"
MAR20_1069,train,1,6,"{""5"": 3, ""10"": 2, ""14"": 1}"
MAR20_107,train,1,2,"{""6"": 1, ""10"": 1}"
MAR20_1070,train,1,1,"{""18"": 1}"
MAR20_1071,val,1,2,"{""17"": 2}"
MAR20_1072,train,1,5,"{""6"": 5}"
MAR20_1074,val,1,36,"{""7"": 10, ""16"": 26}"
MAR20_1075,val,1,7,"{""6"": 6, ""21"": 1}"
MAR20_1076,train,1,10,"{""5"": 3, ""12"": 1, ""14"": 2, ""16"": 1, ""17"": 3}"
MAR20_1077,val,1,3,"{""4"": 3}"
MAR20_1078,train,1,6,"{""4"": 6}"
MAR20_1079,val,1,1,"{""16"": 1}"
MAR20_108,train,1,2,"{""5"": 1, ""10"": 1}"
MAR20_1080,train,1,3,"{""13"": 3}"
MAR20_1081,val,1,4,"{""4"": 4}"
MAR20_1082,train,1,6,"{""20"": 6}"
MAR20_1084,train,1,1,"{""17"": 1}"
MAR20_1085,train,1,3,"{""22"": 2, ""23"": 1}"
MAR20_1086,val,1,7,"{""18"": 7}"
MAR20_1087,train,1,2,"{""4"": 2}"
MAR20_1088,train,1,6,"{""8"": 6}"
MAR20_1089,train,1,5,"{""5"": 4, ""6"": 1}"
MAR20_109,train,1,1,"{""10"": 1}"
MAR20_1090,train,1,2,"{""17"": 2}"
MAR20_1091,train,1,7,"{""4"": 6, ""22"": 1}"
MAR20_1092,train,1,6,"{""6"": 6}"
MAR20_1093,train,1,3,"{""8"": 3}"
MAR20_1096,val,1,2,"{""5"": 2}"
MAR20_1098,train,1,10,"{""17"": 10}"
MAR20_1099,train,1,11,"{""5"": 11}"
MAR20_11,val,1,3,"{""5"": 3}"
MAR20_110,train,1,3,"{""5"": 1, ""10"": 2}"
MAR20_1100,train,1,9,"{""5"": 1, ""6"": 8}"
MAR20_1103,train,1,2,"{""6"": 1, ""14"": 1}"
MAR20_1104,val,1,2,"{""8"": 2}"
MAR20_1105,train,1,4,"{""11"": 3, ""13"": 1}"
MAR20_1106,train,1,4,"{""14"": 1, ""17"": 3}"
MAR20_1107,train,1,1,"{""19"": 1}"
MAR20_1108,train,1,9,"{""4"": 3, ""22"": 6}"
MAR20_1109,train,1,1,"{""8"": 1}"
MAR20_1110,val,1,8,"{""11"": 8}"
MAR20_1111,val,1,5,"{""17"": 5}"
MAR20_1113,train,1,2,"{""5"": 1, ""6"": 1}"
MAR20_1114,train,1,3,"{""14"": 1, ""17"": 1, ""21"": 1}"
MAR20_1115,train,1,5,"{""23"": 5}"
MAR20_1116,train,1,5,"{""22"": 1, ""23"": 4}"
MAR20_1118,val,1,9,"{""6"": 9}"
MAR20_1119,train,1,5,"{""5"": 1, ""12"": 4}"
MAR20_112,val,1,2,"{""10"": 2}"
MAR20_1120,train,1,9,"{""16"": 9}"
MAR20_1121,train,1,4,"{""18"": 4}"
MAR20_1122,val,1,13,"{""22"": 8, ""23"": 5}"
MAR20_1123,train,1,2,"{""14"": 2}"
MAR20_1124,train,1,8,"{""8"": 8}"
MAR20_1125,val,1,6,"{""12"": 6}"
MAR20_1127,train,1,7,"{""19"": 7}"
MAR20_1128,val,1,5,"{""8"": 5}"
MAR20_1129,train,1,12,"{""13"": 12}"
MAR20_113,train,1,2,"{""10"": 2}"
MAR20_1130,train,1,4,"{""23"": 4}"
MAR20_1131,train,1,4,"{""20"": 4}"
MAR20_1133,train,1,3,"{""23"": 3}"
MAR20_1135,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1136,train,1,1,"{""16"": 1}"
MAR20_1138,val,1,6,"{""15"": 3, ""20"": 3}"
MAR20_114,train,1,2,"{""10"": 2}"
MAR20_1140,train,1,3,"{""22"": 3}"
MAR20_1141,train,1,3,"{""20"": 3}"
MAR20_1143,train,1,2,"{""12"": 2}"
MAR20_1144,train,1,8,"{""4"": 7, ""22"": 1}"
MAR20_1145,train,1,12,"{""19"": 12}"
MAR20_1146,train,1,4,"{""7"": 3, ""17"": 1}"
MAR20_1147,train,1,3,"{""10"": 1, ""11"": 1, ""13"": 1}"
MAR20_1148,train,1,5,"{""10"": 2, ""14"": 2, ""17"": 1}"
MAR20_1149,val,1,3,"{""12"": 3}"
MAR20_1150,val,1,3,"{""4"": 3}"
MAR20_1151,train,1,8,"{""20"": 8}"
MAR20_1153,train,1,4,"{""17"": 4}"
MAR20_1155,train,1,12,"{""19"": 12}"
MAR20_1156,train,1,4,"{""22"": 3, ""23"": 1}"
MAR20_1157,train,1,6,"{""22"": 6}"
MAR20_1158,train,1,4,"{""10"": 4}"
MAR20_1160,train,1,4,"{""15"": 4}"
MAR20_1162,train,1,8,"{""9"": 2, ""20"": 6}"
MAR20_1163,train,1,15,"{""16"": 5, ""18"": 10}"
MAR20_1164,train,1,4,"{""20"": 4}"
MAR20_1165,train,1,10,"{""22"": 5, ""23"": 5}"
MAR20_1167,val,1,9,"{""19"": 9}"
MAR20_1168,val,1,3,"{""11"": 3}"
MAR20_1169,train,1,4,"{""5"": 3, ""12"": 1}"
MAR20_117,train,1,1,"{""10"": 1}"
MAR20_1170,val,1,6,"{""10"": 1, ""14"": 1, ""17"": 4}"
MAR20_1171,val,1,7,"{""13"": 7}"
MAR20_1172,train,1,2,"{""13"": 2}"
MAR20_1173,val,1,16,"{""19"": 16}"
MAR20_1175,train,1,4,"{""11"": 3, ""13"": 1}"
MAR20_1176,train,1,2,"{""17"": 2}"
MAR20_1177,train,1,7,"{""4"": 3, ""15"": 1, ""20"": 3}"
MAR20_1179,train,1,3,"{""11"": 3}"
MAR20_118,train,1,4,"{""10"": 4}"
MAR20_1180,train,1,16,"{""12"": 16}"
MAR20_1181,train,1,13,"{""8"": 13}"
MAR20_1182,train,1,6,"{""7"": 6}"
MAR20_1183,val,1,7,"{""12"": 7}"
MAR20_1184,train,1,3,"{""15"": 2, ""20"": 1}"
MAR20_1186,train,1,8,"{""7"": 8}"
MAR20_1187,train,1,2,"{""17"": 2}"
MAR20_1188,train,1,15,"{""19"": 15}"
MAR20_1189,train,1,2,"{""23"": 2}"
MAR20_119,train,1,2,"{""10"": 2}"
MAR20_1192,train,1,3,"{""16"": 3}"
MAR20_1193,train,1,6,"{""12"": 6}"
MAR20_1194,val,1,3,"{""17"": 3}"
MAR20_1196,train,1,8,"{""8"": 8}"
MAR20_1197,train,1,8,"{""19"": 8}"
MAR20_1198,train,1,20,"{""19"": 20}"
MAR20_1199,train,1,2,"{""8"": 2}"
MAR20_12,train,1,2,"{""5"": 2}"
MAR20_120,val,1,5,"{""10"": 5}"
MAR20_1200,train,1,8,"{""19"": 8}"
MAR20_1202,train,1,7,"{""19"": 7}"
MAR20_1203,train,1,3,"{""6"": 3}"
MAR20_1204,train,1,4,"{""14"": 4}"
MAR20_1206,train,1,2,"{""5"": 1, ""12"": 1}"
MAR20_1207,train,1,4,"{""10"": 2, ""14"": 2}"
MAR20_121,train,1,6,"{""10"": 6}"
MAR20_1210,train,1,8,"{""19"": 8}"
MAR20_1211,train,1,9,"{""12"": 5, ""19"": 4}"
MAR20_1212,train,1,1,"{""17"": 1}"
MAR20_1213,train,1,9,"{""16"": 9}"
MAR20_1214,train,1,2,"{""23"": 2}"
MAR20_1215,train,1,7,"{""4"": 6, ""22"": 1}"
MAR20_1216,train,1,2,"{""19"": 2}"
