scene_id,image_count,splits
E139.6_N35.3_20170122_L1A0002138611-PAN11,6,train
E139.6_N35.3_20170312_L1A0002233573-PAN11,5,train
E139.6_N35.3_20170312_L1A0002233573-PAN12,5,train
E139.6_N35.3_20190121_L1A0003778345-PAN12,1,train
E139.6_N35.3_20190121_L1A0003778345-PAN19,2,train
E139.6_N35.3_20190126_L1A0003789781-PAN10,1,train
E139.6_N35.3_20190126_L1A0003789781-PAN13,1,train
E139.6_N35.3_20190126_L1A0003789781-PAN16,3,train
E139.6_N35.3_20190126_L1A0003789781-PAN19,1,train
E139.6_N35.3_20200101_L1A0004517353-PAN10,4,train
E139.6_N35.3_20200101_L1A0004517353-PAN14,1,train
E139.6_N35.4_20180420_L1A0003133739-PAN12,2,train
E139.6_N35.4_20180420_L1A0003133739-PAN13,12,train
E139.6_N35.4_20180420_L1A0003133739-PAN15,8,train
E139.6_N35.4_20180420_L1A0003133739-PAN16,2,train
E139.6_N35.4_20180420_L1A0003133739-PAN19,2,train
E139.7_N35.2_20150922_L1A0001053752-PAN20,3,train
E139.7_N35.2_20150922_L1A0001053752-PAN23,4,train
E139.7_N35.2_20150922_L1A0001053752-PAN26,1,train
E139.7_N35.2_20150922_L1A0001053752-PAN27,1,train
E139.7_N35.2_20161015_L1A0001890784-PAN23,2,train
E139.7_N35.2_20170112_L1A0002115142-PAN23,3,train
E139.7_N35.2_20170112_L1A0002115142-PAN25,1,train
E139.7_N35.2_20170112_L1A0002115142-PAN28,1,train
E139.7_N35.2_20170117_L1A0002128335-PAN27,3,train
E139.7_N35.2_20170117_L1A0002128335-PAN28,2,train
E139.7_N35.2_20170530_L1A0002390511-PAN24,2,train
E139.7_N35.3_20170121_L1A0002135991-PAN10,1,train
E139.7_N35.3_20170121_L1A0002135991-PAN11,1,train
E139.7_N35.3_20170121_L1A0002135991-PAN12,6,train
E139.7_N35.3_20170121_L1A0002135991-PAN13,3,train
E139.7_N35.3_20170121_L1A0002135991-PAN18,2,train
E139.7_N35.3_20170121_L1A0002135991-PAN19,3,train
E144.7_N13.5_20181012_L1A0003513249-PAN13,3,train
E144.7_N13.5_20190314_L1A0003883169-PAN11,1,train
E144.7_N13.5_20190314_L1A0003883169-PAN14,1,train
E144.7_N13.5_20190314_L1A0003883169-PAN16,1,train
E144.7_N13.5_20190329_L1A0003910727-PAN13,1,train
E144.7_N13.5_20190329_L1A0003910727-PAN16,2,train
E144.7_N13.5_20190329_L1A0003910727-PAN18,2,train
E144.7_N13.5_20190517_L1A0004005129-PAN10,2,train
MAR20_1,1,train
MAR20_10,1,train
MAR20_100,1,train
MAR20_1000,1,train
MAR20_1001,1,train
MAR20_1002,1,train
MAR20_1004,1,train
MAR20_1005,1,train
MAR20_1006,1,train
MAR20_1007,1,train
MAR20_1008,1,train
MAR20_1009,1,train
MAR20_101,1,train
MAR20_1010,1,train
MAR20_1011,1,train
MAR20_1012,1,train
MAR20_1013,1,train
MAR20_1014,1,train
MAR20_1015,1,train
MAR20_1016,1,train
MAR20_1018,1,train
MAR20_1019,1,train
MAR20_102,1,train
MAR20_1020,1,train
MAR20_1021,1,train
MAR20_1022,1,train
MAR20_1023,1,train
MAR20_1024,1,train
MAR20_1025,1,train
MAR20_1026,1,train
MAR20_1027,1,train
MAR20_1028,1,train
MAR20_1029,1,train
MAR20_103,1,train
MAR20_1030,1,train
MAR20_1031,1,train
MAR20_1032,1,train
MAR20_1033,1,train
MAR20_1034,1,train
MAR20_1035,1,train
MAR20_1036,1,train
MAR20_1037,1,train
MAR20_1038,1,train
MAR20_1039,1,train
MAR20_104,1,train
MAR20_1040,1,train
MAR20_1041,1,train
MAR20_1042,1,train
MAR20_1043,1,train
MAR20_1044,1,train
MAR20_1045,1,train
MAR20_1046,1,train
MAR20_1047,1,train
MAR20_1048,1,train
MAR20_1049,1,train
MAR20_105,1,train
MAR20_1050,1,train
MAR20_1051,1,train
MAR20_1052,1,train
MAR20_1053,1,train
MAR20_1054,1,train
MAR20_1055,1,train
MAR20_1056,1,train
MAR20_1057,1,train
MAR20_106,1,train
MAR20_1060,1,train
MAR20_1061,1,train
MAR20_1062,1,train
MAR20_1063,1,train
MAR20_1064,1,train
MAR20_1066,1,train
MAR20_1067,1,train
MAR20_1069,1,train
MAR20_107,1,train
MAR20_1070,1,train
MAR20_1071,1,train
MAR20_1072,1,train
MAR20_1074,1,train
MAR20_1075,1,train
MAR20_1076,1,train
MAR20_1077,1,train
MAR20_1078,1,train
MAR20_1079,1,train
MAR20_108,1,train
MAR20_1080,1,train
MAR20_1081,1,train
MAR20_1082,1,train
MAR20_1084,1,train
MAR20_1085,1,train
MAR20_1086,1,train
MAR20_1087,1,train
MAR20_1088,1,train
MAR20_1089,1,train
MAR20_109,1,train
MAR20_1090,1,train
MAR20_1091,1,train
MAR20_1092,1,train
MAR20_1093,1,train
MAR20_1096,1,train
MAR20_1098,1,train
MAR20_1099,1,train
MAR20_11,1,train
MAR20_110,1,train
MAR20_1100,1,train
MAR20_1103,1,train
MAR20_1104,1,train
MAR20_1105,1,train
MAR20_1106,1,train
MAR20_1107,1,train
MAR20_1108,1,train
MAR20_1109,1,train
MAR20_1110,1,train
MAR20_1111,1,train
MAR20_1113,1,train
MAR20_1114,1,train
MAR20_1115,1,train
MAR20_1116,1,train
MAR20_1118,1,train
MAR20_1119,1,train
MAR20_112,1,train
MAR20_1120,1,train
MAR20_1121,1,train
MAR20_1122,1,train
MAR20_1123,1,train
MAR20_1124,1,train
MAR20_1125,1,train
MAR20_1127,1,train
MAR20_1128,1,train
MAR20_1129,1,train
MAR20_113,1,train
MAR20_1130,1,train
MAR20_1131,1,train
MAR20_1133,1,train
MAR20_1135,1,train
MAR20_1136,1,train
MAR20_1138,1,train
MAR20_114,1,train
MAR20_1140,1,train
MAR20_1141,1,train
MAR20_1143,1,train
MAR20_1144,1,train
MAR20_1145,1,train
MAR20_1146,1,train
MAR20_1147,1,train
MAR20_1148,1,train
MAR20_1149,1,train
MAR20_1150,1,train
MAR20_1151,1,train
MAR20_1153,1,train
MAR20_1155,1,train
MAR20_1156,1,train
MAR20_1157,1,train
MAR20_1158,1,train
MAR20_1160,1,train
MAR20_1162,1,train
MAR20_1163,1,train
MAR20_1164,1,train
MAR20_1165,1,train
MAR20_1167,1,train
MAR20_1168,1,train
MAR20_1169,1,train
MAR20_117,1,train
MAR20_1170,1,train
MAR20_1171,1,train
MAR20_1172,1,train
MAR20_1173,1,train
MAR20_1175,1,train
MAR20_1176,1,train
MAR20_1177,1,train
MAR20_1179,1,train
MAR20_118,1,train
MAR20_1180,1,train
MAR20_1181,1,train
MAR20_1182,1,train
MAR20_1183,1,train
MAR20_1184,1,train
MAR20_1186,1,train
MAR20_1187,1,train
MAR20_1188,1,train
MAR20_1189,1,train
MAR20_119,1,train
MAR20_1192,1,train
MAR20_1193,1,train
MAR20_1194,1,train
MAR20_1196,1,train
MAR20_1197,1,train
MAR20_1198,1,train
MAR20_1199,1,train
MAR20_12,1,train
MAR20_120,1,train
MAR20_1200,1,train
MAR20_1202,1,train
MAR20_1203,1,train
MAR20_1204,1,train
MAR20_1206,1,train
MAR20_1207,1,train
MAR20_121,1,train
MAR20_1210,1,train
MAR20_1211,1,train
MAR20_1212,1,train
MAR20_1213,1,train
MAR20_1214,1,train
MAR20_1215,1,train
MAR20_1216,1,train
MAR20_1217,1,train
MAR20_1218,1,train
MAR20_122,1,train
MAR20_1220,1,train
MAR20_1221,1,train
MAR20_1222,1,train
MAR20_1223,1,train
MAR20_1224,1,train
MAR20_1225,1,train
MAR20_1227,1,train
MAR20_1228,1,train
MAR20_1229,1,train
MAR20_1231,1,train
MAR20_1232,1,train
MAR20_1233,1,train
MAR20_1234,1,train
MAR20_1235,1,train
MAR20_1236,1,train
MAR20_1238,1,train
MAR20_1239,1,train
MAR20_124,1,train
MAR20_1241,1,train
MAR20_1242,1,train
MAR20_1243,1,train
MAR20_1244,1,train
MAR20_1245,1,train
MAR20_1249,1,train
MAR20_1250,1,train
MAR20_1251,1,train
MAR20_1252,1,train
MAR20_1253,1,train
MAR20_1254,1,train
MAR20_1255,1,train
MAR20_1256,1,train
MAR20_1257,1,train
MAR20_1258,1,train
MAR20_1259,1,train
MAR20_126,1,train
MAR20_1260,1,train
MAR20_1261,1,train
MAR20_1262,1,train
MAR20_1263,1,train
MAR20_1264,1,train
MAR20_1265,1,train
MAR20_1266,1,train
MAR20_1268,1,train
MAR20_1269,1,train
MAR20_127,1,train
MAR20_1272,1,train
MAR20_1273,1,train
MAR20_1274,1,train
MAR20_1277,1,train
MAR20_1278,1,train
MAR20_1279,1,train
MAR20_128,1,train
MAR20_1280,1,train
MAR20_1282,1,train
MAR20_1284,1,train
MAR20_1285,1,train
MAR20_1286,1,train
MAR20_1287,1,train
MAR20_1288,1,train
MAR20_1289,1,train
MAR20_1291,1,train
MAR20_1292,1,train
MAR20_1294,1,train
MAR20_1295,1,train
MAR20_1296,1,train
MAR20_1297,1,train
MAR20_130,1,train
MAR20_1300,1,train
MAR20_1301,1,train
MAR20_1303,1,train
MAR20_1304,1,train
MAR20_1305,1,train
MAR20_1306,1,train
MAR20_1308,1,train
MAR20_131,1,train
MAR20_1311,1,train
MAR20_1312,1,train
MAR20_1314,1,train
MAR20_1315,1,train
MAR20_1317,1,train
MAR20_1318,1,train
MAR20_1319,1,train
MAR20_132,1,train
MAR20_1320,1,train
MAR20_1322,1,train
MAR20_1323,1,train
MAR20_1324,1,train
MAR20_1325,1,train
MAR20_1326,1,train
MAR20_1327,1,train
MAR20_1328,1,train
MAR20_1329,1,train
MAR20_1331,1,train
MAR20_1332,1,train
MAR20_1333,1,train
MAR20_1334,1,train
MAR20_1335,1,train
MAR20_1337,1,train
MAR20_1338,1,train
MAR20_1339,1,train
MAR20_134,1,train
MAR20_1340,1,train
MAR20_1341,1,train
MAR20_1343,1,train
MAR20_1344,1,train
MAR20_1345,1,train
MAR20_1346,1,train
MAR20_1348,1,train
MAR20_1349,1,train
MAR20_135,1,train
MAR20_1350,1,train
MAR20_1351,1,train
MAR20_1352,1,train
MAR20_1353,1,train
MAR20_1354,1,train
MAR20_1356,1,train
MAR20_1357,1,train
MAR20_1358,1,train
MAR20_1359,1,train
MAR20_136,1,train
MAR20_1360,1,train
MAR20_1361,1,train
MAR20_1362,1,train
MAR20_1364,1,train
MAR20_1365,1,train
MAR20_1366,1,train
MAR20_1367,1,train
MAR20_1368,1,train
MAR20_1369,1,train
MAR20_137,1,train
MAR20_1370,1,train
MAR20_1372,1,train
MAR20_1373,1,train
MAR20_1374,1,train
MAR20_1375,1,train
MAR20_1376,1,train
MAR20_1379,1,train
MAR20_1381,1,train
MAR20_1382,1,train
MAR20_1383,1,train
MAR20_1384,1,train
MAR20_1385,1,train
MAR20_1386,1,train
MAR20_1387,1,train
MAR20_1388,1,train
MAR20_1389,1,train
MAR20_1390,1,train
MAR20_1391,1,train
MAR20_1392,1,train
MAR20_1393,1,train
MAR20_1394,1,train
MAR20_1395,1,train
MAR20_1396,1,train
MAR20_1397,1,train
MAR20_1398,1,train
MAR20_1399,1,train
MAR20_14,1,train
MAR20_140,1,train
MAR20_1400,1,train
MAR20_1401,1,train
MAR20_1402,1,train
MAR20_1403,1,train
MAR20_1404,1,train
MAR20_1405,1,train
MAR20_1406,1,train
MAR20_1409,1,train
MAR20_141,1,train
MAR20_1410,1,train
MAR20_1411,1,train
MAR20_1412,1,train
MAR20_1413,1,train
MAR20_1414,1,train
MAR20_1415,1,train
MAR20_1417,1,train
MAR20_1418,1,train
MAR20_1419,1,train
MAR20_142,1,train
MAR20_1420,1,train
MAR20_1421,1,train
MAR20_1422,1,train
MAR20_1423,1,train
MAR20_1424,1,train
MAR20_1425,1,train
MAR20_1426,1,train
MAR20_1427,1,train
MAR20_1428,1,train
MAR20_1429,1,train
MAR20_143,1,train
MAR20_1430,1,train
MAR20_1431,1,train
MAR20_1433,1,train
MAR20_1434,1,train
MAR20_1435,1,train
MAR20_1436,1,train
MAR20_1437,1,train
MAR20_1438,1,train
MAR20_1439,1,train
MAR20_144,1,train
MAR20_1440,1,train
MAR20_1441,1,train
MAR20_1442,1,train
MAR20_1443,1,train
MAR20_1444,1,train
MAR20_1445,1,train
MAR20_1447,1,train
MAR20_1449,1,train
MAR20_1451,1,train
MAR20_1452,1,train
MAR20_1453,1,train
MAR20_1454,1,train
MAR20_1455,1,train
MAR20_1459,1,train
MAR20_1461,1,train
MAR20_1462,1,train
MAR20_1463,1,train
MAR20_1465,1,train
MAR20_1466,1,train
MAR20_1467,1,train
MAR20_1468,1,train
MAR20_1469,1,train
MAR20_1470,1,train
MAR20_1472,1,train
MAR20_1473,1,train
MAR20_1475,1,train
MAR20_1476,1,train
MAR20_1478,1,train
MAR20_1479,1,train
MAR20_148,1,train
MAR20_1482,1,train
MAR20_1483,1,train
MAR20_1484,1,train
MAR20_1485,1,train
MAR20_1486,1,train
MAR20_1487,1,train
MAR20_1488,1,train
MAR20_1489,1,train
MAR20_149,1,train
MAR20_1491,1,train
MAR20_1492,1,train
MAR20_1493,1,train
MAR20_1494,1,train
MAR20_1495,1,train
MAR20_1497,1,train
MAR20_1498,1,train
MAR20_15,1,train
MAR20_150,1,train
MAR20_1500,1,train
MAR20_1501,1,train
MAR20_1502,1,train
MAR20_1503,1,train
MAR20_1504,1,train
MAR20_1506,1,train
MAR20_1507,1,train
MAR20_1509,1,train
MAR20_1510,1,train
MAR20_1511,1,train
MAR20_1512,1,train
MAR20_1513,1,train
MAR20_1514,1,train
MAR20_1515,1,train
MAR20_1516,1,train
MAR20_1517,1,train
MAR20_1519,1,train
MAR20_1520,1,train
MAR20_1521,1,train
MAR20_1522,1,train
MAR20_1523,1,train
MAR20_1525,1,train
MAR20_1526,1,train
MAR20_1527,1,train
MAR20_1529,1,train
MAR20_153,1,train
MAR20_1530,1,train
MAR20_1531,1,train
MAR20_1532,1,train
MAR20_1533,1,train
MAR20_1534,1,train
MAR20_1535,1,train
MAR20_1536,1,train
MAR20_1539,1,train
MAR20_154,1,train
MAR20_1540,1,train
MAR20_1543,1,train
MAR20_1544,1,train
MAR20_1545,1,train
MAR20_1546,1,train
MAR20_1547,1,train
MAR20_1548,1,train
MAR20_1549,1,train
MAR20_1550,1,train
MAR20_1551,1,train
MAR20_1553,1,train
MAR20_1556,1,train
MAR20_1557,1,train
MAR20_1558,1,train
MAR20_1559,1,train
MAR20_156,1,train
MAR20_1560,1,train
MAR20_1561,1,train
MAR20_1563,1,train
MAR20_1565,1,train
MAR20_1566,1,train
MAR20_1568,1,train
MAR20_1569,1,train
MAR20_1570,1,train
MAR20_1571,1,train
MAR20_1572,1,train
MAR20_1573,1,train
MAR20_1574,1,train
MAR20_1575,1,train
MAR20_1576,1,train
MAR20_1577,1,train
MAR20_1578,1,train
MAR20_1579,1,train
MAR20_1580,1,train
MAR20_1582,1,train
MAR20_1583,1,train
MAR20_1585,1,train
MAR20_1587,1,train
MAR20_1590,1,train
MAR20_1591,1,train
MAR20_1592,1,train
MAR20_1593,1,train
MAR20_1594,1,train
MAR20_1595,1,train
MAR20_1598,1,train
MAR20_1599,1,train
MAR20_16,1,train
MAR20_160,1,train
MAR20_1600,1,train
MAR20_1601,1,train
MAR20_1602,1,train
MAR20_1603,1,train
MAR20_1604,1,train
MAR20_1606,1,train
MAR20_1607,1,train
MAR20_1608,1,train
MAR20_161,1,train
MAR20_1610,1,train
MAR20_1611,1,train
MAR20_1613,1,train
MAR20_1614,1,train
MAR20_1615,1,train
MAR20_1616,1,train
MAR20_1617,1,train
MAR20_1618,1,train
MAR20_1619,1,train
MAR20_1620,1,train
MAR20_1621,1,train
MAR20_1622,1,train
MAR20_1623,1,train
MAR20_1624,1,train
MAR20_1625,1,train
MAR20_1626,1,train
MAR20_1627,1,train
MAR20_1628,1,train
MAR20_1629,1,train
MAR20_1630,1,train
MAR20_1631,1,train
MAR20_1632,1,train
MAR20_1633,1,train
MAR20_1636,1,train
MAR20_1637,1,train
MAR20_1639,1,train
MAR20_164,1,train
MAR20_1641,1,train
MAR20_1642,1,train
MAR20_1643,1,train
MAR20_1645,1,train
MAR20_1646,1,train
MAR20_1647,1,train
MAR20_1648,1,train
MAR20_1649,1,train
MAR20_165,1,train
MAR20_1650,1,train
MAR20_1652,1,train
MAR20_1653,1,train
MAR20_1654,1,train
MAR20_1655,1,train
MAR20_1656,1,train
MAR20_1657,1,train
MAR20_1658,1,train
MAR20_1659,1,train
MAR20_166,1,train
MAR20_1660,1,train
MAR20_1661,1,train
MAR20_1662,1,train
MAR20_1666,1,train
MAR20_1667,1,train
MAR20_1668,1,train
MAR20_1669,1,train
MAR20_1671,1,train
MAR20_1672,1,train
MAR20_1673,1,train
MAR20_1674,1,train
MAR20_1675,1,train
MAR20_1676,1,train
MAR20_1677,1,train
MAR20_1678,1,train
MAR20_1679,1,train
MAR20_168,1,train
MAR20_1680,1,train
MAR20_1681,1,train
MAR20_1682,1,train
MAR20_1683,1,train
MAR20_1684,1,train
MAR20_1686,1,train
MAR20_1687,1,train
MAR20_1689,1,train
MAR20_1690,1,train
MAR20_1691,1,train
MAR20_1692,1,train
MAR20_1694,1,train
MAR20_1695,1,train
MAR20_1696,1,train
MAR20_1697,1,train
MAR20_1698,1,train
MAR20_17,1,train
MAR20_170,1,train
MAR20_1700,1,train
MAR20_1701,1,train
MAR20_1703,1,train
MAR20_1704,1,train
MAR20_1705,1,train
MAR20_1707,1,train
MAR20_1708,1,train
MAR20_1709,1,train
MAR20_171,1,train
MAR20_1710,1,train
MAR20_1711,1,train
MAR20_1712,1,train
MAR20_1714,1,train
MAR20_1715,1,train
MAR20_1716,1,train
MAR20_1717,1,train
MAR20_1718,1,train
MAR20_1719,1,train
MAR20_172,1,train
MAR20_1720,1,train
MAR20_1721,1,train
MAR20_1723,1,train
MAR20_1724,1,train
MAR20_1725,1,train
MAR20_1727,1,train
MAR20_1728,1,train
MAR20_1729,1,train
MAR20_173,1,train
MAR20_1730,1,train
MAR20_1731,1,train
MAR20_1732,1,train
MAR20_1733,1,train
MAR20_1735,1,train
MAR20_1737,1,train
MAR20_1738,1,train
MAR20_1739,1,train
MAR20_1740,1,train
MAR20_1742,1,train
MAR20_1743,1,train
MAR20_1744,1,train
MAR20_1745,1,train
MAR20_1746,1,train
MAR20_1747,1,train
MAR20_1748,1,train
MAR20_1749,1,train
MAR20_175,1,train
MAR20_1751,1,train
MAR20_1752,1,train
MAR20_1753,1,train
MAR20_1754,1,train
MAR20_1755,1,train
MAR20_1756,1,train
MAR20_1757,1,train
MAR20_1758,1,train
MAR20_1759,1,train
MAR20_176,1,train
MAR20_1760,1,train
MAR20_1761,1,train
MAR20_1762,1,train
MAR20_1763,1,train
MAR20_1764,1,train
MAR20_1765,1,train
MAR20_1766,1,train
MAR20_1767,1,train
MAR20_1768,1,train
MAR20_1769,1,train
MAR20_177,1,train
MAR20_1770,1,train
MAR20_1771,1,train
MAR20_1772,1,train
MAR20_1773,1,train
MAR20_1774,1,train
MAR20_1775,1,train
MAR20_1777,1,train
MAR20_1778,1,train
MAR20_1779,1,train
MAR20_178,1,train
MAR20_1780,1,train
MAR20_1781,1,train
MAR20_1782,1,train
MAR20_1783,1,train
MAR20_1784,1,train
MAR20_1785,1,train
MAR20_1786,1,train
MAR20_1787,1,train
MAR20_1788,1,train
MAR20_1790,1,train
MAR20_1791,1,train
MAR20_1793,1,train
MAR20_1795,1,train
MAR20_1796,1,train
MAR20_1797,1,train
MAR20_1798,1,train
MAR20_1799,1,train
MAR20_18,1,train
MAR20_180,1,train
MAR20_1800,1,train
MAR20_1801,1,train
MAR20_1802,1,train
MAR20_1803,1,train
MAR20_1804,1,train
MAR20_1805,1,train
MAR20_1806,1,train
MAR20_1807,1,train
MAR20_1808,1,train
MAR20_1809,1,train
MAR20_181,1,train
MAR20_1810,1,train
MAR20_1811,1,train
MAR20_1812,1,train
MAR20_1813,1,train
MAR20_1814,1,train
MAR20_1815,1,train
MAR20_1816,1,train
MAR20_1818,1,train
MAR20_1819,1,train
MAR20_182,1,train
MAR20_1820,1,train
MAR20_1821,1,train
MAR20_1822,1,train
MAR20_1823,1,train
MAR20_1824,1,train
MAR20_1827,1,train
MAR20_1828,1,train
MAR20_1829,1,train
MAR20_1830,1,train
MAR20_1831,1,train
MAR20_1832,1,train
MAR20_1834,1,train
MAR20_1835,1,train
MAR20_1836,1,train
MAR20_1837,1,train
MAR20_1838,1,train
MAR20_1839,1,train
MAR20_184,1,train
MAR20_1840,1,train
MAR20_1841,1,train
MAR20_1842,1,train
MAR20_1843,1,train
MAR20_1844,1,train
MAR20_1845,1,train
MAR20_1846,1,train
MAR20_1847,1,train
MAR20_1848,1,train
MAR20_1849,1,train
MAR20_185,1,train
MAR20_1850,1,train
MAR20_1851,1,train
MAR20_1852,1,train
MAR20_1853,1,train
MAR20_1854,1,train
MAR20_1855,1,train
MAR20_1856,1,train
MAR20_1857,1,train
MAR20_1858,1,train
MAR20_1859,1,train
MAR20_186,1,train
MAR20_1860,1,train
MAR20_1862,1,train
MAR20_1863,1,train
MAR20_1864,1,train
MAR20_1865,1,train
MAR20_1866,1,train
MAR20_1867,1,train
MAR20_1870,1,train
MAR20_1872,1,train
MAR20_1873,1,train
MAR20_1876,1,train
MAR20_1877,1,train
MAR20_1879,1,train
MAR20_188,1,train
MAR20_1881,1,train
MAR20_1882,1,train
MAR20_1883,1,train
MAR20_1884,1,train
MAR20_1885,1,train
MAR20_1889,1,train
MAR20_189,1,train
MAR20_1891,1,train
MAR20_1892,1,train
MAR20_1893,1,train
MAR20_1894,1,train
MAR20_1895,1,train
MAR20_1896,1,train
MAR20_1897,1,train
MAR20_1898,1,train
MAR20_1899,1,train
MAR20_19,1,train
MAR20_190,1,train
MAR20_1900,1,train
MAR20_1902,1,train
MAR20_1903,1,train
MAR20_1904,1,train
MAR20_1905,1,train
MAR20_1906,1,train
MAR20_1907,1,train
MAR20_1908,1,train
MAR20_1909,1,train
MAR20_191,1,train
MAR20_1910,1,train
MAR20_1914,1,train
MAR20_1915,1,train
MAR20_1916,1,train
MAR20_1917,1,train
MAR20_1918,1,train
MAR20_192,1,train
MAR20_1921,1,train
MAR20_1923,1,train
MAR20_1924,1,train
MAR20_1925,1,train
MAR20_1926,1,train
MAR20_1927,1,train
MAR20_1929,1,train
MAR20_193,1,train
MAR20_1930,1,train
MAR20_1931,1,train
MAR20_1934,1,train
MAR20_1935,1,train
MAR20_1936,1,train
MAR20_1937,1,train
MAR20_1938,1,train
MAR20_1939,1,train
MAR20_194,1,train
MAR20_1940,1,train
MAR20_1941,1,train
MAR20_1943,1,train
MAR20_1944,1,train
MAR20_1945,1,train
MAR20_1946,1,train
MAR20_1947,1,train
MAR20_1948,1,train
MAR20_1949,1,train
MAR20_195,1,train
MAR20_1950,1,train
MAR20_1951,1,train
MAR20_1952,1,train
MAR20_1953,1,train
MAR20_1954,1,train
MAR20_1955,1,train
MAR20_1956,1,train
MAR20_1957,1,train
MAR20_1958,1,train
MAR20_196,1,train
MAR20_1960,1,train
MAR20_1961,1,train
MAR20_1962,1,train
MAR20_1963,1,train
MAR20_1965,1,train
MAR20_1966,1,train
MAR20_1967,1,train
MAR20_1968,1,train
MAR20_1969,1,train
MAR20_197,1,train
MAR20_1970,1,train
MAR20_1971,1,train
MAR20_1972,1,train
MAR20_1973,1,train
MAR20_1974,1,train
MAR20_1976,1,train
MAR20_1977,1,train
MAR20_1978,1,train
MAR20_1979,1,train
MAR20_198,1,train
MAR20_1980,1,train
MAR20_1981,1,train
MAR20_1983,1,train
MAR20_1984,1,train
MAR20_1986,1,train
MAR20_1987,1,train
MAR20_1988,1,train
MAR20_1989,1,train
MAR20_199,1,train
MAR20_1990,1,train
MAR20_1991,1,train
MAR20_1992,1,train
MAR20_1993,1,train
MAR20_1994,1,train
MAR20_1995,1,train
MAR20_1996,1,train
MAR20_1997,1,train
MAR20_1998,1,train
MAR20_1999,1,train
MAR20_2,1,train
MAR20_20,1,train
MAR20_200,1,train
MAR20_2000,1,train
MAR20_2001,1,train
MAR20_2002,1,train
MAR20_2004,1,train
MAR20_2006,1,train
MAR20_2007,1,train
MAR20_2008,1,train
MAR20_2009,1,train
MAR20_2011,1,train
MAR20_2012,1,train
MAR20_2013,1,train
MAR20_2014,1,train
MAR20_2015,1,train
MAR20_2016,1,train
MAR20_2017,1,train
MAR20_2018,1,train
MAR20_2019,1,train
MAR20_202,1,train
MAR20_2020,1,train
MAR20_2021,1,train
MAR20_2022,1,train
MAR20_2023,1,train
MAR20_2024,1,train
MAR20_2026,1,train
MAR20_2027,1,train
MAR20_2028,1,train
MAR20_2029,1,train
MAR20_203,1,train
MAR20_2030,1,train
MAR20_2031,1,train
MAR20_2032,1,train
MAR20_2033,1,train
MAR20_2034,1,train
MAR20_2035,1,train
MAR20_2036,1,train
MAR20_2038,1,train
MAR20_2039,1,train
MAR20_204,1,train
MAR20_2041,1,train
MAR20_2042,1,train
MAR20_2043,1,train
MAR20_2044,1,train
MAR20_2046,1,train
MAR20_2047,1,train
MAR20_2048,1,train
MAR20_205,1,train
MAR20_2051,1,train
MAR20_2053,1,train
MAR20_2054,1,train
MAR20_2055,1,train
MAR20_2057,1,train
MAR20_2058,1,train
MAR20_2059,1,train
MAR20_206,1,train
MAR20_2061,1,train
MAR20_2062,1,train
MAR20_2063,1,train
MAR20_2064,1,train
MAR20_2065,1,train
MAR20_2067,1,train
MAR20_207,1,train
MAR20_2070,1,train
MAR20_2071,1,train
MAR20_2073,1,train
MAR20_2074,1,train
MAR20_2075,1,train
MAR20_2076,1,train
MAR20_2077,1,train
MAR20_2078,1,train
MAR20_2079,1,train
MAR20_2080,1,train
MAR20_2082,1,train
MAR20_2083,1,train
MAR20_2084,1,train
MAR20_2085,1,train
MAR20_2086,1,train
MAR20_2087,1,train
MAR20_209,1,train
MAR20_2090,1,train
MAR20_2091,1,train
MAR20_2092,1,train
MAR20_2093,1,train
MAR20_2094,1,train
MAR20_2096,1,train
MAR20_2097,1,train
MAR20_2098,1,train
MAR20_2099,1,train
MAR20_21,1,train
MAR20_210,1,train
MAR20_2100,1,train
MAR20_2101,1,train
MAR20_2102,1,train
MAR20_2104,1,train
MAR20_2105,1,train
MAR20_2106,1,train
MAR20_2107,1,train
MAR20_2109,1,train
MAR20_211,1,train
MAR20_2110,1,train
MAR20_2112,1,train
MAR20_2113,1,train
MAR20_2115,1,train
MAR20_2116,1,train
MAR20_2117,1,train
MAR20_2118,1,train
MAR20_212,1,train
MAR20_2120,1,train
MAR20_2121,1,train
MAR20_2122,1,train
MAR20_2123,1,train
MAR20_2124,1,train
MAR20_2125,1,train
MAR20_2126,1,train
MAR20_2127,1,train
MAR20_2129,1,train
MAR20_213,1,train
MAR20_2130,1,train
MAR20_2131,1,train
MAR20_2132,1,train
MAR20_2133,1,train
MAR20_2134,1,train
MAR20_2136,1,train
MAR20_2140,1,train
MAR20_2143,1,train
MAR20_2144,1,train
MAR20_2145,1,train
MAR20_2146,1,train
MAR20_2147,1,train
MAR20_2148,1,train
MAR20_2149,1,train
MAR20_215,1,train
MAR20_2151,1,train
MAR20_2152,1,train
MAR20_2153,1,train
MAR20_2154,1,train
MAR20_2155,1,train
MAR20_2156,1,train
MAR20_2158,1,train
MAR20_2159,1,train
MAR20_216,1,train
MAR20_2160,1,train
MAR20_2162,1,train
MAR20_2164,1,train
MAR20_2165,1,train
MAR20_2166,1,train
MAR20_2168,1,train
MAR20_2169,1,train
MAR20_217,1,train
MAR20_2170,1,train
MAR20_2171,1,train
MAR20_2172,1,train
MAR20_2174,1,train
MAR20_2176,1,train
MAR20_2178,1,train
MAR20_2179,1,train
MAR20_218,1,train
MAR20_2180,1,train
